id,label,prediction,text
25268,0,1,教育工作者要善于引导学生用美的眼光去看世界，用美的心灵去感受世界。
34032,0,1,高速公路上发生交通事故的主要原因是司机违反交通规则或操作不当，交通部门要加强安全宣传，提高司机的安全意识。
35494,1,0,俄罗斯副外长阿列克谢耶夫认为，朝核问题的解决取决于美国和朝鲜能否消除分歧及恢复六方会谈的前景。
22535,0,1,消费者建议，对一次性餐具要采取措施，从生产、流通到消费各个环节进行全程监管，从而保证其质量合格，使用安全。
29657,0,1,被天津人艺搬上话剧舞台的《红旗谱》，今年一直在全国各地巡演，反响热烈，不久前还入选了第十四届中国戏剧节参评剧目。
16913,0,1,商店的货架上摆满了葡萄、苹果、梨等水果。
21252,0,1,深受读者喜爱的杨绛先生，留下了大量文风质朴、寓意深刻的作品。
26941,0,1,在野马脱缰般的激流中，许多涉水过江的百姓，被咆哮的江水吞噬。
18876,0,1,在商场办画廊，对于我还是大姑娘坐花轿头一回，不能不使我难以抑制心头的兴奋、紧张。
10125,0,1,汶川地震发生后，全国人民无时无刻不关注着抗震救灾的进展情况。
27809,1,0,中国越是发展得好，越能够成为捍卫正义的中坚力量，守护好和平的来之不易，与各国相互尊重、共同繁荣，建设人类命运共同体。
33868,0,1,傍晚，人们在一天辛劳后，躺在用溪水冲洗过的石板上，享受习习的晚风，漫无边际地讲“三国”、说“水浒”，从远近奇闻谈到农作物的长势和收成。
5155,0,1,《雷霆战将》剧组让“八路军战士”住豪华别墅、把“偶像剧”套路用在抗日剧作上的做法误导了青少年，使他们无法真正了解革命先烈的真实事迹。
41798,0,1,截至目前，北京市2006年首批选聘的近2000名大学生“村官”在3年合同期满后，92%已走上了新的工作岗位。
22947,0,1,北京奥运会即将拉开帷幕了，日本人对此极为关注，甚至还抱怨说分配给日的门票不够，他们希望能获得更多的门票，以方便日本民众前往北京为奥运健儿加油。
37164,0,1,迄今已有多艘中国商船遭到索马里海盗的劫持或袭击。中国是否也应该派遣军舰赴东非索马里附近海域护航，以此来保护中国公民的生命和船只安全呢。
6968,0,1,当前，青少年深受网络语言的影响，忽视了汉语的规范化，这应引起教育工作者的高度重视。
35495,1,0,我们如果展望未来20年或者30年，你会看到中国经济重心从制造业转到服务业领域，中国的经济规模也日益接近美国的水平。
5901,0,1,1899年7月，在慈禧太后废立阴谋即将出笼的关键时刻，朝廷重臣“嘿无一言”，唯独孙家鼐冒着生命危险坚决说不，并辞职抗争，显示出高尚的节操。
20903,1,0,海协会与海基会就大陆居民赴台湾旅游等有关两岸旅游事宜，经平等协商，达成协议，协议自双方签署之日起7日后生效实施。
10467,0,1,新规定对闯红灯等交通违法行为提高处罚分值，是为了充分发挥机动车驾驶人累积记分制度在预防道路交通事故、维护道路交通秩序中的作用。
300,0,1,随着供应链管理方式的普遍实施，更多的跨国公司打算将其采购网络向中国延伸。
12715,1,0,如果公司实力雄厚，拿出资金与资源，在社会的监督下做些慈善，那是高尚；如果公司打着慈善的名义做生意，或慈善是捞钱的挡箭牌，那是邪恶。
38627,0,1,在常人眼中，数学家总是严肃而孤独的，治学严谨要求他们不苟言笑，艰深的研究注定了他们在求索之路上踽踽独行。
13919,1,0,浙江乌镇举行的世界互联网大会“互联网创新论坛”，百度董事长李彦宏在演讲中表示：百度连接的范围越来越广，事物也越来越多。
32983,1,0,九部门强调，严禁任何单位和个人在食品生产经营中使用食品添加剂以外的任何化学物质，严禁在农产品种植、加工、收购、运输中使用违禁药物或其他可能危害人体健康的物质。
17961,1,0,新春佳节期间，广东社会消费由生存向发展、由物质向服务、由传统向新型升级，这种变化不仅反映了生活理念的更新，也折射出别样年味。
6692,0,1,当地时间3月20日，希腊女祭司在古奥林匹亚遗址实地排练，并且当日中午取得了2008年北京奥运圣火的第一火种。
9507,0,1,电路好像还在，即使并不总是通着电。
20185,1,0,在那个民族独立和民族解放斗争风起云涌的时代，能激发人们的爱国热情是评判一部文学作品好坏的非常重要的标准。
30094,0,1,有的宠物狗因其事迹和照片在网上传播而成为明星，这样的宠物狗被称为“汪星人”。
2549,0,1,那天我又独自坐在屋里，看着窗外的树叶“唰唰啦啦”地飘落。
16899,0,1,《百家讲坛》借助电视这种现代化传媒，用通俗的语言普及了传统文化，如今显出颓势，和它“学术娱乐化”的倾向不无关系。
7999,1,0,带着知识走向学生，只是“授人以渔”，带着学生走向知识，才是“授人以鱼”。
27650,1,0,当想击败强大对手的时候，你常常会顺着对手的思路去考虑问题，希望能经过复制、模仿对手思维的方式来击败对手，但这样做通常达不到预期的目的。
1994,0,1,医院大夫告诉那些与病人接触密切的儿童要尽早注射胎盘球蛋白，以达到预防的目的。
31506,0,1,阳光工程，是指一项旨在加快转移农村富余劳动力，提高农民工转移就业的技能培训工程。
42758,0,1,北京办奥运，既展示传统文化又展现精神风貌，可谓两全其美。
10811,0,1,实践证明，一个人知识的多寡，成就的大小，关键在于勤奋的程度。
33777,1,0,在中日关系陷入低潮的背景下，作为民族伤痛见证的“万人坑”在喧嚣的商业利益下消失，无疑会激起国人内心深处的伤痛，产生强烈的反感。
34420,0,1,人生苦乐并非纯粹由物质条件决定，百万富翁很可能不如身无分文的流浪汉生活得幸福，原因就在于感受生活的乐趣还需要艺术的眼光与悠闲的心境。
40806,0,1,目前多所高水平大学自发联合起来在全国范围内实施的自主招生“联考”，在考试内容形式如何突出综合素质和能力的考查、如何突出不同高校学科特色、建立多元评价标准等方面，进行了有益探索。
28303,0,1,飞船急剧减速，产生了近4G的过载，我的前胸和后背都承受着很大压力。
17904,0,1,2010年春晚由于隐性广告太多被网友调侃说：“以前，广告里插播电视剧。今年，央视又有创新，广告里插播春节晚会。”
11942,1,0,习近平强调，新形势下的火箭军要深刻把握和认识历史使命，增强忧患意识，加快发展步伐，扎扎实实把战略能力搞上去。
13896,1,0,2011年12月20日，全国精神文明建设工作表彰大会在北京举行，大会宣布9个省会城市摘取“全国文明城市”荣誉称号，长春首次跻身此项殊荣，终圆文明城之梦。
41185,0,1,在经济社会快速发展的推动下，使居民的生活水平和社会购买力大幅度提高。
42042,1,0,其实，细究起来，“华夏汉民族文化”这一概念，本身就是一个动态发展的过程，而并非是一个封闭的稳定的范畴。
35558,1,0,能正确选择毕业后的去向，是一个人走向成熟的标志。
26041,0,1,布里吉特·巴赫提出，智慧城市必须是可持续发展的城市，而打造智慧城市必须有一个整合各方面的整体方案，需要将城镇规划、能源规划等统筹起来。
41521,0,1,雷锋助人为乐、默默奉献的精神，曾激励着几代人，然而，在生活逐渐富裕起来的今天，雷锋精神竟然被许多人冷漠乃至遗忘了。
40070,0,1,老师真是个通情达理的好老师。
22191,0,1,甲型流感病毒虽然不易致命，但传播速度极快，如果不找到它的演变原理，疫情很容易迅速蔓延，给人类健康带来巨大威胁。
3884,0,1,在社会信任度高的国家，要证明你妈是你妈只需文化上的简单证明就行；但在信任度不高的社会，就有可能发展到亲子鉴定。
7074,0,1,通过老师和同学们的帮助，我改掉了上课爱讲话的毛病。
37429,1,0,“神六”的太空遨游与刺破苍穹，既是对中国人飞天梦的又一次历史性刷新和超越，同时也是我国航天实力、科技实力乃至民族自信心的一次完美展示。
491,0,1,被誉为“当代散文八大作家”之一的林清玄是中国台湾获得各类文学奖最多的作家，创作了大量优秀散文，在海峡两岸享有很高的知名度。
29624,1,0,随着全球气温的升高，飓风、洪水、干旱等极端气象的频率和强度正在加快，气候变暖已成为全人类必须共同面对的挑战。
4837,1,0,他们看我们，也许就像我们看蚂蚁一般，假使我们中间的那些伟大人物，在他们看来，也不过尔尔。
11771,0,1,对于热爱阅读的人来说，重要的是文字的力量而非书本的重量，相比阅读的收获，便携与否到目前为止好像还不是读者最需要考虑的因素。
35560,0,1,教育部部长周济指出，中国大学应逐步建立和完善现代大学制度，通过制度改革促进创新型大学文化建设。
29135,1,0,一切优良的作品都努力反映和描绘体现事物的本质特征的典型现象和事物的本来面目。
41894,0,1,根据调查，不少“网红”餐伙店在走红后，往往快速扩张，甚至“超负荷经营”，这就给质量把控带来不小挑战。
29084,0,1,南沙地区的生态规划将结合本地区独特的地形地貌、植被、水体等自然生态要素，以河网水系及滨江绿化带、道路绿化带、公园、自然保护区等为架构，建设成为各功能组团间的生态隔离带。
4831,1,0,-个人的生活阅历往往与其年龄密切相关，随着年龄的增长，人的眼界学识、经验阅历、分析问题的能力都会有大幅度提升。
2014,0,1,在地震发生后，日本反核游行已举行数次，3月20日的涩谷游行参加人数接近2000人，日本警视厅出动上百名警察维持秩序。
15360,0,1,了解作为青藏高原屏障的贡嘎山的生态情况，对研究横断山区生态环境的变化和青藏高原的生态安全，以及保护长江上游生态环境具有重要意义。
4025,1,0,孝悌观念、故土情结这些传统文化中宝贵的道德因子，不仅没有受到现代浪潮的冲击，而且融入当代社会，显示出反哺个人、软化社会的魅力。
27090,0,1,《长沙市轨道交通管理条例》已经经长沙市人大常委会讨论通过并颁布，将于2013年5月1日起施行。长沙市人大常委会今天下午召开新闻发布会，对条例中有关长沙地铁的运营安全、票价制定、服务市民等内容回答了记者提问。
21106,0,1,记者在此次投资贸易洽谈会上了解到，由于西部大开发战略的实施，中国西部的基础设施有了明显改善。
10766,0,1,读外国诗每有种他乡遇故知的喜悦，会引导你回到本国诗。
6444,0,1,火车票实名制不但卡住了猖獗的票贩子，遏制了“黄牛”高价票，维护了春运售票秩序，而且也让千万名手持实名制车票的旅客有序返乡，受到广大旅客欢迎。
8422,1,0,为时近一个月左右的法国总统候选人电视辩论，并不是选举季中一个锦上添花的摆设程序，而是让选民更好地了解候选人的为人和政策主张。
27670,0,1,面对公众事件，不少地方深谙“ 拖字诀”，习惯通过采用延缓通报的手段，等社会关注度“降温”之后再发布后续情况来“大事化小”。
32992,0,1,目前，我国实施以间接税为主的税收制度体系，税收由企业缴纳而非个人缴纳，导致居民在纳税人身份认识上不是太深，在权力行使主面不够重视。
28851,0,1,推行垃圾分类，关键是要加强科学管理、形成长效机制。
6691,1,0,近日，中国银行对手机银行进行全新升级，应用语音识别技术创新推出语音导航和搜索，引领手机银行交互方式全新变革。
12928,1,0,萨科齐不以破坏中法伙伴关系，伤害中国人民感情为歉，还向奥运漫天要价，这分明是一种愚蠢甚至是不明智的法国式傲慢。
10673,1,0,对于中国来说，徘徊于廉价劳工模式的外向型经济的潜力已全部释放殆尽，低技术经济发展模式已走到末路。
11119,1,0,不管时代如何变化，血染沙场的每一位英烈，都值得我们永远铭记，英雄人物始终是我们的精神坐标，谁又能否认我们现在就不需要发扬英雄的精神呢？
20575,1,0,科学没有终点，技术永在发展。因此，标志竞技体育水平的世界记录也不会停滞不前，你认为难道谁能否认这不是真理吗？
32151,0,1,发展家庭手工业，发展家庭养鸡养猪事业，我村很快致富，人均收入2000多元。
6633,1,0,尽管仍持谨慎态度，但美国不得不承认中国是“利益攸关者”，并认为中国参与重大事务的国际协调，中国的地位和实力也意味着必须得承担更多国际责任。
30611,0,1,在奥运会举办期间限制机动车出行，是许多奥运会举办城市的通常做法，北京为实现绿色奥运的承诺而采取限行措施并非没有先例。
20076,1,0,胡锦涛主席提出的“和谐世界”，是一个充满中国智慧的名词，它所描绘的国际关系的理想状态，得到了越来越多的国家的赞同和理解。
19519,1,0,在构建和谐社会的过程中，科技创新要“以民为本”，这就更需要我们的科技工作者改善“公益类科技就是低端技术”的偏见，从制度上着手大力打造“民生科技”。
21666,0,1,3月下旬，本该是春暖花开、草长莺飞的日子，但在雨雪、风沙的打压下，北京城的草木集体“拒绝”返青，玉渊潭公园的樱花节也不得不延后举行。
31470,0,1,我们将通过植树造林，使有着“山水洲城”美誉的长沙，山更青，水更碧。
37057,0,1,市民文明素质的高低是昆明市2020年能否创建全国文明城市的重要保证。
23444,0,1,苹果营养丰富，但它的表面常常黏附着对人体有害的细菌和农药，所以食用前应将苹果洗净、削皮。
22395,0,1,任何事故的发生，都源于长期以来各种隐患的叠加，只不过是加上了特定的随机条件，但都必然指向公司管理运行中的问题。
648,1,0,此次嫦娥三号着陆器上携带的极紫外月基天文望远镜、极紫外相机，巡视器上携带的测月雷达，都是世界月球探测史上的创举。
33586,0,1,在社会信任度高的国家，要证明你妈是你妈只需文化上的简单证明就行；但在信任度不高的社会，就有可能发展到亲子鉴定的地步。
38016,1,0,从公元前21世纪的夏朝，我国进入到奴隶社会，中国历史翻开了新的一页。
26258,0,1,梁实秋在《记梁任公先生的一次演讲》一文里，描述梁任公在这次演讲中，讲到《桃花扇》时，在清华学校的大教堂内，当着数百人的面，“痛哭流涕而不能自已”。
8386,0,1,随着“净网2016年”专项行动的深入开展，网络空间必将越来越干净。
18361,1,0,中美关系发展要防止不要跌入所谓大国冲突对抗的“修昔底德陷阱”，要拓展合作、管控分歧，使两国关系发展成果更多惠及两国人民和世界人民。
28663,1,0,自今年5月13日起，越南多地发生打砸抢烧中国企业的严重暴力事件，造成中国公民人身和财产损失，为此，中方从即日起已提升中国公民赴越旅游安全提示级别，调整为“暂勿前往”，并暂停部分双边交往计划。
24940,0,1,高等职业教育的课程设置要有前瞻性，要为培养一专多能的复合型人才这一办学宗旨服务。
7627,0,1,信息产业部21日启动“阳光绿色网络工程”系列活动，活动将持续一年，全面治理互联网、移动通信网上违法不良信息，倡导网络文明。
31134,0,1,在全国文明城市创建活动中，荆门市以公共文明建设为突破口，始终把解决人民群众反映最强烈的问题作为工作重点，保证各项活动顺应民意，贴近民心。
36085,0,1,当代社会生活的变化比以往任何时代都要快。语言词汇，迅速而忠实地记录了这些变化和发展，因而随着社会的发展不断涌现新词新语。
35158,0,1,由于能见度下降、气温降低、湿度上升，日全食给交通运输、生产作业、通信安全、社会治安等带来一定影响，也可能在部分人群中产生迷信猜测和心理恐慌。
17251,0,1,写文章应该基本上是怎么说就怎么写，但是有些人盲目追求“漂亮”，滥用词语，或者造些曲曲弯弯的句子，反而把自己的意思弄模糊了。
5998,1,0,“量化比选”要求选拔任用干部在干部任用条例规定的用人原则和任职条件前提下，将影响和决定干部选拔任用的评价要素统筹考虑。
1209,0,1,晚会上，珊珊唱了一首动听的歌。
31605,0,1,在经历了近一年的行业爆发式增长之后，随着互联网巨头纷纷加入，行业监管趋严，我国的网络直播行业进入平稳增长期。
8163,0,1,专家指出，当前我国“甲流”疫情防控形势十分严峻，防控“甲流”的重点将是高危人群——青少年儿童和高危场所——学校、医院等。
29546,0,1,中国的下岗职工再就业问题牵动着千千万万人的心，我们抱着非常同情的心搞了这次调查。
7903,0,1,唱歌不仅能让我们心情愉快，而且还能增强我们身体的免疫能力，所以唱歌是让我们保持身心健康的一剂“天然良药”。
33885,1,0,“一带一路”“亚投行”等名词越来越为人们所熟知，中国提出的这些倡议不仅对全球和区域发展有利，而且对中国自身发展有利。
35527,0,1,推进乡村振兴工作应该抓好人才队伍建设，加大力度培育新型职业农民，制定吸引人才，留住人才的政策措施，鼓励大学生、城市在职科技人员，退休人员积极参与。
30968,0,1,该活动拓宽了大家的知识面，在全所营造了良好的学习氛围，提高了该所科技人员的技术水平，起到了良好的效果。
6436,0,1,巴金“讲真话”的精神影响了一大批同样经历过“文化大革命”的作家，其中萧乾是受巴金影响最深的一位。
38746,1,0,中国正在经历从“吃饱”向“吃健康”，在这一进程中，能否保证公众的食品安全，取决于政府的执政水平，事关老百姓的切身利益。
40537,0,1,某院医护人员在不知情的情况下，将携带有艾滋病病毒的血液输入到患者体内，致使这些  患者旧病未除，又染新疾。
10040,1,0,欣慰的是，十八大以来反腐力度加大，反腐倡廉制度化也有所加快，官员们的权力运行将逐步走上规范、健康、透明的轨道，廉政尴尬和贪腐案件必将逐步减少。
11378,0,1,瑞典文学院将2014年诺贝尔文学奖授予法国作家帕特里克·莫迪亚诺，此前曾多次被认为是最有希望获奖的日本作家村上春树仍无缘奖项。
7875,0,1,目前，达州市有近260万亩以富硒茶、柑桔、中药材等为主的特色产业基地，520多个规模化养殖基地。
36339,0,1,有的小区为业主在楼道、走廊、车库等公共空间安装摄像头，可是，公共空间不是自家的“后花园”，这种做法难免会侵犯他人的隐私权。
39182,1,0,新年伊始，“勇气”号火星车和它的孪生兄弟“机遇”号火星车先后成功登陆火星，人类开始探索这颗“红色星球”的活动又活跃起来了。
21326,1,0,对于议论文的语言，要求有高度的概括性，这是议论文的一个显著特征。
25641,0,1,昆曲是一种精致、典雅的“小众”艺术，但是奇怪之处在于，它虽然是小众的艺术，却能以苏州为中心，进行并非纯粹小众的传播。
19170,0,1,孔子在奔走于列国之间的年代里，多次受到暴力威胁，每次他都以坚定的信心克服了困难。
9163,0,1,努力建设社会主义文化强国，是党的十七届六中全会立足中国特色社会主义事业发展全局，深刻总结文化建设历史经验，科学分析当前形势，着眼于推动我国文化长远发展、实现中华民族伟大复兴而提出的重大战略思想和战略举措。
7373,1,0,这次席卷全球的金融危机已经从深度和广度上都衍化成了一场世界各国实体经济有着显著影响的经济危机。需要回答的迫切问题就是这场危机下的实体经济会向哪一方向继续发展。
3214,1,0,能否坚持党的统一领导，是打赢脱贫攻坚战的坚强组织保证。
13704,1,0,如今的手机已不再是单纯的通信工具，因而成为人们生活中的贴身伴侣，加上了许多时尚的元素，用来尽情展现个人的品味。
36492,0,1,安徽省住建厅表示，对经济适用房和城市建设部审核、备案及公示的二星级以上的高星级绿色建筑要落实国家奖励政策，支持重点绿色建筑示范项目。
18181,0,1,随着下岗职工的增多，再就业问题成为人们关注的热点。下岗职工对于如何重新就业在认识上存在着很大的差异。
14686,0,1,工商总局网监司发布的《关于阿里巴巴集团进行行政指导工作情况的白皮书》，实际是行政指导座谈会会议记录，不具有法律效力。
26412,1,0,我们借鉴西方礼仪，不仅仅是要借鉴其内的灵魂，更应当借鉴它的形式，只有这样我们才能建立起自己的自信和优越感。
33955,1,0,是否选择对未来负责的低碳生活方式，是衡量现代人良好素质的重要标准。
17779,1,0,“神七”的成功发射对中国人来说是一件意义非常重大的事，它巩固了中国继美国和俄罗斯之后第三航天大国的地位。在新的时代，“神七”的升空不仅是我国多种学科发展和经济社会发展的结果，而且是我国航天科技迅速发展的结果。
28269,1,0,《三体》的英文译者刘宇昆被誉为“将中国科幻推向世界的引路人”，这确立了中国科幻小说在国际上的地位。
1790,0,1,消费者通过网络平台购买商品，其合法权益受到损害的，可以向销售者要求赔偿。
17199,1,0,按现有计划，印度在2008年开始尝试回收和发射无人航天器，2009年尝试向月球轨道发射无人航天器。
35399,0,1,目前社会上出现的读书轻松化的倾斜现象，往根子上说，与追求物质舒服的倾向不无关系。
37406,0,1,纳税人在办理登记备案、申报缴税、发票管理等130项业务时，可选择计算机、手机、自助终端和办税服务厅四种途径轻松办税。
10569,0,1,论文、外语、文凭三大指标，在我国现行人才评价体系中有着重要作用，但若仅以这三个指标评价人才，就会伤害不少人的积极性。
16275,1,0,2015年6月1日，《北京市控制吸烟条例》正式实施，其控烟力度被认为是目前国内与世界卫生组织制定的《烟草控制框架公约》最为接轨的一部地方性法规。
21249,0,1,海峡两岸在同一天庆祝“航海节”，必将成为联结两岸华人的感情纽带，还将促进海峡两岸文化和经贸交流，有利于早日实现“三通”，推进祖国统一。
15758,1,0,经典是经过历史选择出来的“最有价值的书”，其中思想的深刻，能够穿越空间，触及每一代人的心灵，成为人们不可或缺的精神食粮。
30093,0,1,参加本次排外示威游行团体的人员总数超过3万人，排外者认为难民到来会扰乱市场秩序，而反排外者则试图守卫德国“欢迎文化”。
2141,0,1,爷爷常常回忆过去的事。
18599,1,0,除了对肉体的摧残，疫病还拷问着人性，让人们在回首疫情时，反思自身如何才能变得更友善、更强大，看到包裹在人和社会之外的表象。
8257,1,0,恐怖分子要再次袭击美国的报道已经让美国人担心不已，而炭疽邮件再次“现身江湖”无疑又增添了几分惊恐气氛。联合会主席罗森伯格说炭疽袭击事件充分证明，生物武器拥有令人威慑的力量。
37974,0,1,大雁之所以能够穿越风雨，行稳致远，关键在于其结伴成行，相互借力。
87,0,1,说来好笑，我们这些人的毛病，往往就是犯在轻视小事情上面。
5316,0,1,近期，北江、西江频繁出现历史同期最低水位，石角水文站的水位降至4．64米。
37668,0,1,它们的叶子和花都不一样，各有各的鲜为人知的秘密。
11451,0,1,日前，由中国曙光公司研制生产并即将部署在上海超级计算中心的百万亿次高效能计算机——曙光5000Ａ以峰值速度230万亿次、Ｌinpack值180.6万亿次的成绩使中国高效能计算机再次跻身世界超级计算机第十名。
17098,1,0,随着年轻人生活观的转变，“蹭生活”这个新鲜的名词也闯入了我们的视线，新一代“蹭一族”悄然升起。
22961,0,1,通过铁拳反腐，把权力关进制度的笼子，这对我们构建不敢腐的惩戒机制、不能腐的防范机制、不易腐的保障机制有非常重要的作用。
21129,0,1,通过全市上下的共同努力，临沧市交出了一份提升城乡人居环境满意的成绩单。
20449,0,1,这次展出的是近几年出土的几千年前的汉代画像石。
8297,0,1,通过对同类警情进行分析研判，综合校园走访调查、监控视频等海量信息，民警发现了一名可疑人员。
7827,0,1,香港市民热切期盼一睹航母风采，派发参观券的消息传出后，不少人提前一天到军营门口排队。
31372,1,0,各级领导干部能否廉洁奉公是关系到落实科学发展观的重大问题。
12179,0,1,实施名牌战略，精心打造世界知名品牌，是加入WTO之后，面对机遇与挑战并存的形势，我国各大企业相继制定的发展策略。
2214,1,0,“天河二号”广泛在基因分析与测序、智慧城市等领域获得应用，成为科技创新和经济社会发展的强劲引擎。
23422,0,1,近两年我国部分地区自然灾害十分严重，干旱、地震等各类灾害均有不同程度发生，给我国经济社会发展和人民生命财产安全带来严重影响。
25495,1,0,实时性是以互联网为载体的新媒体的重要特点，是通过图片、声音和文字对新近发生和正在发生的事件进行传播。
7583,0,1,近日，北京首起饭店“开瓶费”官司，以消费者的倒法院的司法支持而告终，法院判决饭店饭还向王先生加收的开瓶服务费。
40404,0,1,我们在读文章时积极思考，会在头脑中直觉地产生带有鲜明个性色彩和感情记忆的独立见解，进而形成自己的思想。
42879,0,1,蔡元培广罗人才，各派人物云集京师大学堂，北大一时既是新文化成长的园地，又是新旧文化激烈交锋的场所。
26916,0,1,自单独两孩政策启动实施以来，在市人民医院出生的新生儿同比增长率有所上升，预计全面两孩政策放开后，80后和90后生育两孩的占比较大，部分70后也将受益。
27356,1,0,《感动中国》不只是一本具有感召力、能打动人心的书；而是一面镜子，它能折射出这个时代，也能让我们静静地反视自己。
33439,0,1,保障儿童权利是设置儿童节的初衷，这一要义在今天丝毫没有过时，所以仍需要成人时时反思。
17126,1,0,新中国成立六十年的庆祝活动，大大激发了全国人民炽烈的爱国热情和民族精神，为全面建设小康社会、实现中华民族的伟大复兴提供了强大的精神动力。
18158,0,1,我们要下大决心，花大气力，争取在本世纪末使我国的教育事业达到世界先进水平。
611,0,1,在成都市教育局的热情邀请下，诗人郑愁予远道而来，与成都教师共享文学之乐。
8898,1,0,如果在电子商务发展的大潮下观察，“双11”的意义或许并不仅仅是中国经济转型的信号，更是一场电商大战和数亿网民的购物狂欢。
2789,0,1,文言文学习“功夫在课内”，复习备考要重视课本，绝不能本末倒置，重资料复习而轻课本学习。
37077,0,1,阿根廷新球王梅西射门霸气十足，突破从容犀利，脚步轻盈灵动，传球精准诡异，而他没进球，只能说对方门将过于出色。
15126,0,1,我们新时代的教育应该是培养广大学生善于观察、善于思考、善于创造的能力。
