id,label,prediction,score,text
38395,1,0,0.31008115,漫步桃园，那一排排、一行行、一树树的桃林让人流连忘返；中餐后还可去自费采摘，那柔软多汁的大桃更让你大快朵颐。
37122,1,0,0.37645757,人工打药一小时最多打一亩地，而无人机则不同，它的作业量是一天800亩，大致是四十个人工作量的总和，是为稻秧打药的最有效手段。
16828,1,0,0.30997452,随着城市的深入发展，一些走在前列的城市逐渐意识到以文化为根基的品牌建设对其长远发展的重要意义，在发展规划上逐渐着墨于城市文化内涵和文化品牌的打造。
39685,0,1,0.71202606,鲍勃·迪伦对民间文学史尤其是英美民歌歌词传统的挖掘、借鉴和发挥，充满了经典意义和启发性，深具知识分子的自觉，大大开拓了诗歌的领土。
5585,1,0,0.3868932,各种读书声汇成一支动听的歌声
17110,1,0,0.4533052,对于天津港“8．12”特别重大火灾爆炸事故，国务院事故调查组将查明事故性质和责任，对相关责任人提出处理，给党和人民一个负责任的交待。
20446,1,0,0.46419567,千百年来的先贤哲人给我们留下了灿烂辉煌的许多精神财富。
40465,0,1,0.589765,鲁迅先生的书桌整整齐齐的，写好的文章压在书下边，毛笔在烧瓷的小龟背上站着。
38798,1,0,0.3984742,我国历史上的科举选拔考试影响甚大，几乎涉及社会生活的各个方面；功名不仅是读书人的个人奋斗目标，而且全社会都会厚待科考士子。
33250,0,1,0.6996253,社会诚信缺失，既有外部环境的原因，也有个人自身的原因。其中，最重要的是人们对市场经济的模糊认识和自身约束的缺失。
26753,1,0,0.2846792,神舟十一号飞船主要承担航天员运送和空间站技术验证，进入太空之后，还要与天宫二号空间实验室进行交会对接，形成组合体飞行30天，而这也将是我国迄今为止时间最长的一次载人飞行。
28254,1,0,0.33692175,经检察机关提起公诉，三亚市中级法院以受贿罪，巨额财产来源不明罪，数罪并罚，三亚市综合行政执法局郑通卫局长被判处有期徒刑九年。
36902,1,0,0.19137977,电视剧《亲亲阿伦河》以当代大学生村官群体为原型，通过当代青年追梦，圆梦的奋斗历程，表现新一代大学生对中国梦的不懈追求。
11368,1,0,0.2877873,诗歌中的至真至善，能加快学生的自我发展能力，陶冶他们的情怀，诗意地学习和生活。
11938,0,1,0.6898424,国足的健儿们清楚，一个球的输赢不仅关系到个人的前途，而且关系到祖国母亲的荣誉。
19565,0,1,0.85416365,花未眠是众所周知的事，忽然成了新发现花的机缘。
25759,1,0,0.38718906,“低头族”是指在社交场合不关注身边的人，跟人聊天时老忍不住看手机。
42887,1,0,0.21228984,是否实事求是，一切从实际出发，理论和实践相结合，这是毛泽东思想的根本观点。
23530,1,0,0.48404485,“我心目中的十位国学大师”投票评选结果揭晓，记者就此分别采访了学者任继愈和邵建，他们对评选结果发表了不同的意见。
12440,1,0,0.19865589,女足健儿超越自我、挑战自我进而实现自我的拼搏姿态，总能给人以砥砺前行的追梦勇气。
28563,1,0,0.3601164,中新社北京10月6日电，85岁的中国女科学家屠呦呦5日获得了2015年诺贝尔生理学或医学奖。这个诞生于中国本土的原创科研成果对人类健康作出了巨大贡献引发了世人的一些思索。
26370,1,0,0.24262361,弘扬和传承丝路文化，是我们每一位甘肃学子的使命。
8990,1,0,0.29165286,各级教育部门和学校要加强信息管理系统建设，健全建立各类教育信息数据库。
40145,1,0,0.49460194,习近平国庆讲话提到要坚持走和平发展道路，这表明中国将一如既往地贯彻在和平基础上发展、在和平基础上繁荣，不搞霸权主义，不欺小凌弱。
34249,1,0,0.4033912,为加强应对突发事件，我国内地市、县级公安部门2006年底将全部实现110、119、120“三台合一”，无论发生什么事件，群众都首先拨打110，再由公安机关统一调配警力。
19680,1,0,0.44349402,进入夏天，气候炎热，人体消化液分泌减少，胃酸浓度降低，宜多吃清淡、易消化、富含纤维素的食物，忌少食生冷寒凉、辛温燥热之物。
39078,1,0,0.27051812,我国航天技术完成了从单舱到三舱，从无人到有人，从“一人一天”到“两人五天”的进步。
36314,1,0,0.41985855,“牛奶运动”已成为一个国家“富国强民”国家战略的重要组成部分。能否促进公众营养的提高，是各国政府一项非常重要的任务，很多国家甚至将全民饮奶列入了国家法令。
14272,0,1,0.86875904,在质量月活动中，他们围绕以提高产品质量为中心，进行了综合治理，尤其加强了对工艺流程、验收程序的监控。
29766,1,0,0.2993646,对于那些无视相关规定，携带大型犬只等可能危害他人安全的宠物进入公共场所的人，难道不应该受到责罚吗？
30971,1,0,0.3095828,在广州亚运会开幕式上，让有“小蛮腰”之称的广州塔成为了海内外各大媒体关注的焦点，它的美丽身姿给大家留下了深刻的印象。
11654,1,0,0.24885966,网络谣言就像存在于社会中的一颗毒瘤，随时可能侵入社会肌体的方方面面，从而促成我们的社会不健康、不协调，甚至动荡、衰退。
17799,0,1,0.89847517,这批文物共装三个集装箱，四十七件，是美国海关近年在进出口环节查扣，经我大使馆和国家文物局多方运作得以归还的。
5433,1,0,0.1743108,建设教育强国是中华民族伟大复兴的基础工程。教育对促进人的全面发展、提高人民综合素质、增强中华民族创新创造活力、实现中华民族伟大复兴具有决定性意义。
22195,0,1,0.5076177,如果贵公司不能履行本协议中规定的义务，那么又有谁能担保我们之间的贸易不会出现逆转呢？
11244,1,0,0.4994773,对涉及百姓健康和公共利益的研发活动能否进行科学伦理的评价把关，是防止技术滥用、纠正科学技术应用偏差的重要保证。
26976,1,0,0.43178883,虽然新生代农民工有着较强的城市融入意愿，但职业技能、收入水平和社会发展阶段等因素的限制，总有一部分新生代农民工不能如愿以偿地“留城”，还是需要回到农村。
4235,0,1,0.535481,中国工程院副院长旭日千表示，本次当选院年龄结构比起往年明显年轻化，平均年龄为56.2岁，是工程院历次增选中当选院士平均年龄最低的一次。
36621,1,0,0.43397805,许多水果都有药用功效，如柠檬中含有柠檬酸、柠檬多酚及维生素C等成分就具有很强的抑制血小板聚集的作用。
6219,1,0,0.44193587,《标准汉语》的主要读者对象是为英语国家的汉语爱好者编写的一套汉语学习课本。
2502,0,1,0.61014944,省政府已明确指出，廉租房可以在经济适用住房中配建，也可以在普通商品住房小区中配置，以防止低收入家庭远离城区，被边缘化的现象出现。
11198,1,0,0.3689175,我八岁时曾听说过爱因斯坦的故事，此后便一直留在我的脑海里。
1428,1,0,0.37488627,当前我国面临复杂而艰巨的就业任务，劳动力供大于求的矛盾进一步加剧，高校毕业生、农民工和城镇困难人员三个群体的就业更加突出。
18292,0,1,0.7098972,人称和语言的运用，也要恰当处理。
13973,0,1,0.6250842,在中国这个多民族国家里，怎样看待历史上的民族关系，能否挣脱传统的狭隘民族观念的束缚，也是检验作品有无现代精神的标尺。
28839,1,0,0.4044348,近年来，在腾格里沙漠腹地建起的工业园区将污水排进腾格里沙漠深处。一些足球场大小的排污池，污秽不堪，气味刺鼻。专家透露，沙漠地下水一旦被污染后，想修复几乎是不可能的。
13052,1,0,0.4718542,比眼镜蛇毒性高50倍的“蓝环章鱼”出现在澎湖岛屿海域，遇骚扰或攻击会以有毒的喙反咬，被咬后全身麻痹致死，目前尚无解毒剂。
27057,1,0,0.16364467,气候变暖是当今全球面临的重大挑战。拯救地球家园、遏制气候变暖，是全人类共同的使命，每个国家和民族，每个企业和个人，都应当积极地行动起来。
2741,1,0,0.49467328,据悉，宿州市将从今年起，提高新型农村合作医疗参合补助，由每人200元提高到每人240元。
17175,1,0,0.36678255,中国竞技体育的成绩世界瞩目，但如果“运动机器人”成为中国运动员的代名词，那么优异的成绩究竟会是中国竞技体育的荣耀还是讽刺？
359,1,0,0.44242248,中国传统民居由正房、东厢、西厢、倒座和中间天井构成，无论是北方四合院、南方厅堂和上海石库门，都是这种适于合家聚居的结构。
27181,1,0,0.34307382,据报道，从9月30日至10月7日期间，全国共发生道路交通事故68422起，涉及人员伤亡的道路交通事故2164起，造成794人死亡、2473人受伤。
2722,1,0,0.4813694,善于倾听是衡量一个管理者水平高低的标志，日本松下电器的创始人松下幸之助把自己全部经营的秘诀归结为细心倾听他人的意见。
5773,1,0,0.3266658,毛泽东32岁时，离开故乡韶山，去广州举行农民运动讲习所，途经长沙，重游橘子洲，触景生情，壮怀激烈，感慨万千，写出了不朽之作《沁园春·长沙》。
31553,1,0,0.28751394,在全球经济衰退的情况下，我国的对外贸易进出口依然保持持续增长的势头，今年进出口总额与去年同期相比，同比增长5%。
28305,1,0,0.43255723,乔盛的长篇小说《黄沙窝》以众多女性人物的命运沉浮为载体，深刻地展现出千百年来封建文化桎梏给广大妇女造成的沉重的身心伤痕。
24943,1,0,0.17392954,“地球一小时”活动虽然只有60分钟，但传递给地球人的节能环保作用却不可低估，它提醒人们：只要时时关注节能，就能为保护地球作出贡献。
37903,1,0,0.29946998,雾霾天气出现时，老人和孩子尽量少去户外，普通人出行最好戴上口罩。空气重度污染时，人们应减少户外活动。严重污染时，人们就要避免不再去户外活动。
39504,1,0,0.23708643,温家宝听取深圳市工作汇报后强调，深圳的发展变化，是改革开放以来中国社会沧桑巨变的缩影，是中国特色社会主义强大生命力的生动体现。不仅经济特区要继续办下去，而且要办得更好。
8907,1,0,0.21702015,“一带一路，，描绘了一幅和平发展、互利共赢的新思路，它不仅会给中国企业带来更多的商机，而且将为世界经济积蓄巨大的能量。
34773,0,1,0.5257844,近些年来，生物物种的减少，究竟是由于过度捕杀引起的，还是由于水电站建设引起的，值得我们认真研究。
5188,1,0,0.3453471,阅读对于儿童成长的重要性人人皆知，而如何增强和激发孩子的阅读兴趣，是为人父母者需要面对的挑战。
18673,1,0,0.24447615,时光的流逝不能让我淡忘对故乡浓浓的思念，反之，随着年龄的增长，对故乡的思念愈发  日久弥坚。
43577,1,0,0.42424396,艺术类研究性课程让学生亲自参与艺术审美活动，能有效地塑造学生的完美人格、审美情趣和鉴赏能力。
27332,1,0,0.35317996,权威人士强调：国内接连发生特大煤矿爆炸事件，各级各类主管部门必须增加防范意识，尽量防止此类事件再次发生。
4928,1,0,0.21953617,在交通干线上设卡收费的方案必须经地方人大常委会讨论通过，并公诸于社会。
1296,0,1,0.89273655,调查组经过仔细调查研究，认为是他未按组委会决定把比赛日期告诉给对方，以致产生了误会。
22939,1,0,0.38606682,奥巴马总统近日在白宫接受媒体采访时，有媒体记者透露奥巴马计划在访华期间向中国领导人重点提及人民币汇率问题，相信美中商国能够达成广泛一致。
24436,1,0,0.3705084,前天，从江西景德镇运来的一批一万多件的景德镇“名瓷”器，到海口的奥林匹克花园门前广场展销，“名瓷”的高价位却可以打1折甚至是2折，此举让海口市民纷纷起疑心。
44942,0,1,0.51829904,琵琶女的演奏技艺炉火纯青，琵琶乐音有催人泪下的魅力，这与她复  杂的生活经历密切相关。
9518,0,1,0.6706576,实施以培养创新精神和实践能力为重点的素质教育，关键是要改变以单纯传授知识为主的教学方式和被动接受知识的学习方式。
29487,1,0,0.3414781,日本帝国主义悍然发动卢沟桥事变，拉开了中国人民抗日战争的帷幕。
9894,1,0,0.40063447,陨石坠落事件中的幸存者回忆，他们看到陨石伴随着一道白光，急速滑行，坠落时发出数声巨响，其景象如同灾难大片场景。
19004,1,0,0.30067748,未来5年，我国出境游客数量将达到约5亿人次左右，周边国家将率先受益。
5814,1,0,0.20786814,卫生部表示，到2015年，新农合政府补助标准将提高到每人每年360元以上，个人缴费标准适当增加，并逐步探索建立与经济发展水平相适应的筹资机制。
30305,1,0,0.27933273,预警机又叫空中指挥预警飞机，是一种集指挥、控制、信息、通信和情报功能于一体的高技术装备。有人形象地把预警机称为信息化条件下作战的“空中领袖”。
40828,1,0,0.2542337,近年来，中国学生留学出现明显低龄化，在这需求的刺激下，一些以精细化培训为特色的中小学培训机构也纷纷开展相关业务。
43417,1,0,0.40895796,在构建和谐社会的过程中，科技创新尤其要“以民为本”，这就需要我们的科技工作者改善“公益类科技就是低端技术”的偏见，从制度上着手大力打造“民生科技”。
7859,1,0,0.43669564,在日前的示威活动中，不少法国抗议者高声朗读《深宫后院》中的内容，以表达对萨科奇的不满，原因是因为他曾表示出对这部法国古典名著的厌恶。
31630,0,1,0.89063585,4月15日，86版电视剧《西游记》导演杨洁女士永远地离开我们了。之所以能把《西游记》拍成经典，其原因主要是以她为首的全体工作人员的“西游取经”的吃苦精神。
39935,1,0,0.32515502,随着科技的发展、智能手机的普及，老年人不再满足于打电话、收发短信等触觉要求了，微信微博也侵入了老年人的视野。
43595,1,0,0.18990317,习近平总书记近日做出重要指示指出，黄大年同志秉持科技报国理想，把为祖国富强、民族振兴、人民幸福贡献力量作为毕生追求，他的先进事迹感人肺腑。
18000,1,0,0.35839245,一家研究机构的调查结果显示，超过50%以上的人患有“手机依赖症”。
39253,1,0,0.207144,中国将继续承担负责任大国作用，积极参与全球治理体系改革和建设，不断贡献中国智慧和力量。
24979,1,0,0.4583529,世界自然基金会环境政策负责人表示，墨西哥湾原油泄漏事故为俄罗斯敲响了警钟，俄罗斯在极地海洋的石油开采应该采取更加有效的措施，．防止类似事故不再发生。
16831,1,0,0.21048363,“人肉搜索”不再是普通的网络行为，它已经给某些当事人带来了精神和物质的损伤，这与传统的暴力事件性质接近，自然就进入了法律监管的范围。
6652,1,0,0.35018393,一个球的输赢，不仅关系到全队的名声，而是关系到祖国的荣誉。
3532,1,0,0.4666027,献礼影片在坚持正确导向的同时，必须打破政治说教的窠臼，在情节上丰富戏剧的感染力，在制作上积极运用先进的数字技术手段。
31035,1,0,0.40290782,6月5日，中国选手马龙在2017世界乒乓球锦标赛男单决赛中，以4：3的比分打败了对手樊振东，再次蝉联冠军。
36664,1,0,0.2953511,由于统治阶级的残酷压迫，苏北农民的社会地位十分低下，生活极端贫困，被剥夺了学习文化的权利。
18652,0,1,0.6416956,《西游记》原著里成功塑造的各种艺术形象，都具有鲜明的性格特征，尤其几个主要人物。正如鲁迅先生说：神魔皆有人情，精魅亦通世故。
6724,1,0,0.30628672,2010年4月22日，由联合国环境规划署、世界自然基金会共同主办的“商业为环境”全球峰会，则是继哥本哈根大会之后，世界环保组织和全球商界领袖首次谋求绿色共识。
29224,1,0,0.18505287,数字经济是随着信息技术革命发展而产生并流行于上世纪90年代欧美国家，近二十年来，我国新出现的两化融合、信息经济等概念也属于这一概念的范畴。
31228,1,0,0.37048915,辩论是一种常见的语言交流形式，大到国际事务的争辩，小到生活中买卖物品时的讨价还价，甚至是工作中出现分歧时的争执，都会涉及。
31118,1,0,0.32359293,高等教育产业化运作是一把“双刃剑”，既可以使越来越多的有志青年圆大学梦，又可以筹措更多资金，帮高校解决教育经费不足的难题。
33745,1,0,0.4009199,一位与她素昧平生的青年，因缺钱无法进行肾移植手术，生命危在旦夕，她为此捐资三十万元，不但使这位青年起死回生，而且完成了大学学业。
41224,1,0,0.36801243,有些炎症，西药能治，中药照样能治。不仅中药能与一般抗菌素媲美，而且副作用小，成本也较低。
38415,0,1,0.52391136,我家阳台上的花儿开了，闻起来真香。
16624,1,0,0.44619477,广大党员干部应该落实中央八项规定，继续保持艰苦奋斗的作风，防止党内生活不庸俗化。
2693,0,1,0.75200206,新课程改革以来，我们要坚决拒绝随意增减课时现象，要鼓励和表彰实施有效教学、提高课堂效率的优秀老师。
25433,1,0,0.42255983,《写字》教材进入海南中小学课堂，目的是为了提高中小学生的汉字书写水平。
19076,1,0,0.46621066,近两年，我省以提升耕地地力和禁烧秸秆为主要目标，提高了对全省秸秆还田工作的推进力度。今年全省仅玉米和水稻秸秆还田面积就已接近4000万亩。
15614,1,0,0.48439357,中国和印度的人口都是世界最多的国家。
43012,1,0,0.4715906,《美丽中国》以歌舞为主，融入京剧演唱、茶艺表演、少林武术等元素，加上奇幻的灯光，震撼的音响，一幅美丽中国的大写意，声光舞影流溢着浓郁的中国情。
21157,1,0,0.33558407,尽管前三节大比分领先，骑士队在第四节仍打得非常认真，本节一开始，詹姆斯就抢球得逞，扣篮成功，双方差距还在拉大。
15486,1,0,0.3683799,奥巴马一到中国就与青年人展开对话，介绍美国政府的对外政策及他本人，这似乎印证了美国媒体的观点：奥巴马对华政策成败与否的关键是能否赢得中国的青年人。
43996,0,1,0.5439214,一年来，我国经济发展遇到了世界经济增长总体趋缓、国内物价上涨压力较大等情况，经济发展面临的困难增大了。
33264,0,1,0.74386835,宇航服是世界上最昂贵的服装，虽然“神舟”七号宇航服的具体造价还不清楚，但目前世界上最贵宇航服的造价是150多万美元。。
26582,1,0,0.44778004,有关部门对极少数不尊重环卫工人劳动、无理取闹、甚至殴打侮辱环卫工人的事件及时进行了批评教育和严肃处理。[来源:学+科+网Z+X+X+K]
10689,1,0,0.34146914,人一生有三分之一的时间是在睡眠中度过的，睡眠作为生命所必需的过程，是机体复原的重要理念，是健康不可缺少的组成部分。
27666,1,0,0.46870273,戏曲年画是戏曲与版画两种艺术形式的有机结合，在带给人们视觉享受的同时，感知优秀传统文化的魅力。
34568,0,1,0.7768194,作文评分受到阅卷老师情绪的影响，分数在统计时出差错，这些在高考阅卷中难以避免的问题，将会通过网上阅卷的方式得到较好的解决。
40369,1,0,0.26686662,阅读不仅可以提高人的修养，而且能够增长人的见识。
23567,1,0,0.2626547,杭州目前已经明确表示，要在5月份推房的楼盘不到20个，与去年同期的36个相比减少了近一倍，之前业界十分期待的“红5月” 一度可能成为楼市的“静默期”。
5861,1,0,0.20103453,近来的雾霾天气蔓延到华东和华北的大部分地区，国务院总理李克强明确表示，我们对此必须有所作为。
44799,1,0,0.4745068,2015年CCTV“贺岁杯”---中韩女子九球赛日前落下帷幕，冠军付小芳在接受采访时谦虚地说，这次比赛能够获胜一定要感谢对方的承让。
2238,1,0,0.3553661,“清明时节雨纷纷，路上行人欲断魂。”清明节是一个祭奠先祖、追念逝者的传统节日，如今却是一个外出郊游的好时光。
43585,1,0,0.38029552,数字化时代，文字记录方式发生了重大变化，致使很多人提笔忘字。长此以往，将影响到汉字文化能否很好地传承。
36186,1,0,0.33671167,“长江学者奖励计划”在改善学校教师队伍建设、培养新的学术梯队、改革人事制度等方面，都取得了显著的作用和成绩。
36241,1,0,0.3382006,由于茶多酚具有保护大脑，防止辐射对皮肤与眼睛的伤害，因此富含茶多酚的茶饮品被誉为“电脑时代的饮料”。
31966,1,0,0.37661585,开征环境保护税，有利于发挥环境治理的协同效应。环境保护税的立法，也增强了社会的环境保护意识和企业治污减排的责任。
38552,1,0,0.4458572,温家宝总理6月27日在匈牙利访问时对西方记者表示，有信心控制通货膨胀，控制房价过快上涨，并表示物价上涨的主要原因是游资炒作造成的。
7912,0,1,0.766323,该经济特区，具有较强的工业基础，具有较丰富的动植物、矿产资源。
13497,0,1,0.7230408,一旦价格全面放开，能源领域特别是稀缺资源的涨价是肯定的，如何在价格改革的同时，既让市场说话，又能照顾到群众的意见，这是解决问题的关键。
14441,0,1,0.7862625,由于各地检测出的辐射剂量极其微弱，公众暴露在这样的环境中，一年之内所接受的剂量，仅相当于乘坐飞机飞行两千公里所受辐射剂量的千分之一。
4930,1,0,0.4940365,最近，在马达加斯加首都连续发生了几起针对中国国民的恶性刑事案件，这些案件涉及的受害人主要以做生意、开餐馆、办中医诊所等方式赚钱谋生。
32236,0,1,0.53446895,火葬场、垃圾焚烧场等利于社会的建设项目经常中途夭折，这与干部的科学决策能力、政策执行能力、群众工作能力的低下，有着密不可分的关系。
36973,1,0,0.30060083,以损人利己手段牟取财富的，无论多少，都是肮脏的，可耻的；而损人利己的致富者，应被视为“社会公害”。
39770,1,0,0.33599627,4月15日，公安部发布A级通缉令公开通缉电信诈骗犯罪在逃人员吴春燕在广西宾阳县向公安机关投案自首。
38894,1,0,0.362706,在新词语不断流行和产生的同时，另有一些曾经流行一时的词语又逐渐受到冷遇，比如前几年还常用的“万元户”“倒爷”“大哥大”等现在就很少使用了。
5178,0,1,0.7938454,昔日盐井，今日建成温泉宾馆，泉水富含各种矿物质，沐浴时对人体有益。
11765,1,0,0.34510675,美国对中国出口轮胎实施为期三年的特保制裁，此举把中国产轮胎拒之于美国大门之外，将导致中国每年出口超过二十亿美元以上的损失。
37662,0,1,0.6598936,有谁能否认地球是绕着太阳转的呢？
2456,1,0,0.447188,中宣部负责人强调，必须把有偿新闻、买卖书号等不正当行为作为一次长期任务，长抓不懈。
43119,1,0,0.3052917,在今年7月8日，李克强总理在出席美国纽约银行家协会举办的午餐会上发表了题为《共同开创中美经贸合作的新局面》的演讲。
17592,1,0,0.35058892,部编语文教材紧紧围绕以社会主义核心价值观为核心，选文突出经典性，注重文质兼美，兼顾时代性。
31205,1,0,0.4750776,古镇在整治完里弄的脏乱差环境后，来自中国美术学院的专业设计团队将老城区延续至今的传统习俗融入里弄生活环境，打造出别具一格的弄堂文化，使古镇平添了许多风情。
28910,1,0,0.43049103,面对农村教师队伍不稳定、教师招聘难度大，某市有关领导提出，要不折不扣地落实好相关政策，满足农村学校教学需要。
20527,1,0,0.16189429,十八大以来，我国“小粉红”“小青马”群体蓬勃兴起，他们以年轻人特有的方式把国家荣誉与自己紧密联系在一起，使之成为弘扬正能量的生力军。
24362,1,0,0.18592486,我国高等教育发展的速度和规模可观，但也存在广为社会诟病的教育官僚化、精神羸弱、操守失范等。为此，《国家中长期教育改革和发展规划纲要》高瞻远瞩地提出了要“建成一批国际知名、有特色、高水平的高等学校”的新目标。
18312,1,0,0.3030294,国土资源部发出通知，要求各省市区国土资源行政主管部门及派驻地方的国家土地督察局采取有力措施，打击囤地、炒地等违法现象，坚决抑制少数城市地价过快上涨趋势。
5738,1,0,0.35696277,快速推进的现代化进程对传统建筑的毁坏是致命的，有些地方的传统建筑几乎被破坏殆尽，其承载的丰富文化内涵也就此失落。
38183,1,0,0.46299076,近年来，我国加快了高等教育的发展速度和规模，高校将一步扩大招生，并重点建设一批高水平的大学和学科。
36517,1,0,0.3053431,辽宁省教育厅、财政厅把完善和建立扶困助学制度作为践行“三个代表”、为教育办实事的重要举措。
33467,1,0,0.39453673,昨天中午，一辆大陆旅行团乘坐的游览车在台湾桃园发生车祸造成车上26人全部遇难的严重后果。
3094,1,0,0.42862135,近几年原本一枝独秀的央视春晚口碑日趋下滑，有的观众边看边骂、边骂还边看的现象屡见不鲜，但是，依然不错的收视率与可观的经济、品牌效益，令春晚成为诱人的蛋糕。
33099,1,0,0.4372461,英语越来越受到重视，汉语却显得有些式微。在加速走向“世界”的今天，中国人竟需要用考级的方式来唤起和提高母语的能力和重视。
25653,1,0,0.24935205,波音公司预计，未来20年内出售给印度市场的飞机销售额可达350亿美元以上，印度有望成为增速仅次于中国的第二大市场。
17930,1,0,0.46764028,《中国诗词大会》的热播为中华优秀传统文化进校园积累了经验，探索了路子。
30279,1,0,0.46699134,当年蔡先生从国外考察回来，抱有强烈的爱国热情，创办了爱国学社，倡导爱国精神。
38187,1,0,0.3818853,夏季饮食有三忌：一忌不可吃湿热、辛辣的食物，二忌不可过量吃苦味的食物，三忌不可吃不洁的食物。
