	label	text
39	1	反腐不能“敲山震虎”，而必须“明知山有虎偏向虎山行”，通过的反腐耐力，塑造公众的信赖和官员的用权习惯，为反腐法治化赢得时间。
40	1	这份“春风送岗位”活动宣传材料提醒外出务工人员要到各级劳动保障部门开设的就业劳务机构求职，以避免合法权益不受侵害。
41	1	据美国媒体6月5日报道，两名巴西官员透露，法航AF447航班失事的原因可能是读速器出现故障，航班不能在风暴中正常航行造成的。
42	0	随着入世和我国全方位对外开放新格局的形成，作为对外开放程度较高的城市，上海在一段时间内，不仅会受到世界经济的挑战，而且在文化领域也会受到一定的冲击。
43	1	2016年9月2日上映的电影《我们的十年》男主角夏志清自去世以来，数万网友除了感到悲痛，更多则表示对生命的敬畏。
44	1	已经是傍晚时分，在空寂无人的教室里他独自坐着，久久地品味着这次考试失败的苦涩。
45	1	在丁俊晖走出其运动生涯的一段低谷后，本赛季战绩辉煌，夺得温布利大师赛冠军，并在世锦赛上闯入四强，平了亚洲选手在世锦赛上的最好成绩。
46	0	已年满29岁的刘翔，随着身体机能的下降和伤病的增多，跑进13秒大关的次数将会越来越少，所以更需要学会对体力进行合理的分配。
47	1	历史上，万佛塔就是江城金华的象征，是三江六岸上的明珠。如今万佛塔即将试运营，这一消息让大家兴奋不已，更是吸引了一大波关注度。
48	1	在会议上，批家虚心接受和听取了同学们的意见。
49	1	根据三星的公开资料显示，三星的电影屏是一个屏幕对角线455英寸，宽度10.24米，高5.4米的屏幕。这相当于一个相对较小的电影屏幕。
50	1	出租车确实便利交通，可是如果它不敲竹杠，不乱收费，我就要举双手高呼：“taxi，万岁！”
51	0	《野鸭子》最打动人的是对真善美的热情讴歌，透过剧情的审美体验，人们信服了一个事实、一条真理：世上还是好人多，人间自有真情在。
52	1	10月16日中国台风网报道，预计，“莎莉嘉”将以每小时25公里的速度向西偏北方向移动，即将于今天上午进入南海东部海面。进入南海后，“莎莉嘉”将再次加强，并逐渐向海南岛和广东的东南部沿海靠近。
53	1	在交通干线上设卡收费的方案地方人大常委会经必须讨论通过，公诸并社会。
54	1	博斯腾的这次修缮方案是经过许多研究员反复论证，一直筹备酝酿了三四年的时间。
55	1	读经典作品，会拓展我们的人生视野，培养我们的人生感受。
56	1	春天来了，越来越暖和了。
57	1	“寻找最美乡村教师”公益大型活动启动仪式在京举行，各界知名爱心人士出席仪式。
58	1	最新的研究表明，是巧克力尤其吃黑巧克力有利于保护心脏，因为巧克力中含有一种叫“多酚”的物质，它保护能细胞，使其免受损伤。
59	0	学完《囚绿记》，我明白了光明与自由是人类追求的主题。
60	1	人力资本素质是劳动者作为经济发展要素创造财富的能力，对提高经济发展质量和人民生活富裕有着重要的影像。
61	1	医生不讲医德，乘病人之危，索要“红包”，医院领导对此并非不无责任。
62	0	中国残疾人艺术团在香港演出大型音乐舞蹈《我的梦》，受到观众的热烈欢迎。
63	0	漫长的人生中，谁也不可能一帆风顺，谁也难免经历挫折。
64	1	根据的相关数据显示，越来越多的青少年迷恋上含有致癌物的电子，成为潜在的烟民，这严重危害着青少年的。
65	1	一般人常常忽略的生活小事，作者却能够慧眼独具，信手拈来，寻找其叙述的价值，成为小说的有机组成部分。
66	0	针对社会广泛关注的旅行社是否可以安排购物，在旅行中是否可以有另付费旅游项目等问题，有关人员表示，国家旅游局将会同立法部门尽快推出相关规定。
67	0	时间是一匹在宇宙间展翅翱翔绝不驯服的天马；人类只有尊重它，才有可能驾驭它，使它不致倏忽而逝。
68	1	如何防备展览会的贵重物品免遭盗窃，这是一些西方国家深感头痛的问题。
69	1	这次比赛的获胜，将决定我们能否进入决赛阶段。
70	1	3月7日，安徽凤台农家女杨艳丽受中央电视台《星光大道》栏目组特约，带领她的舞伴来到北京，实现了见“毕老爷”、在大舞台跳花鼓灯健身舞的梦想。
71	1	被称为“火药王”的候云德和在传染病的综合防控取得巨大成就的王泽山获得了2017年度国家最高科学技术奖。
72	1	《中学生日常行为规范》，不仅对同学们的日常行为习惯提出重点要求，而且对营造良好的校园风气也起到了很好的促进。
73	1	老师语重心长地给我讲了沉迷网络的害处，列举了许多同学因上网而荒废学业。
74	0	说实话，每个大学生的家庭背景、经济状况不一样，每个家长的思想也都不一样，送不送孩子上大学，完全是个人意愿的选择，是没有对错之分的。
75	1	为贯彻落实印度空间研究组织is##ro关于2017年稳中求进工作总基调，结合“双一流”建设实际，经广泛征求意见．确定总的工作原则是稳中求进、继承创新、改革发展。
76	1	预计于2015年建成的云南省，将从根本上解决阻碍粤港澳三地的交通，成为促进三地繁荣稳定的“金桥”。
77	1	“朗读亭”空降浙江紫荆港校区，杭州的爱书之人纷纷前去体验，许多附近学校的学生也加入了这个朗读大军。
78	1	这场足球赛的胜败取决于队员们的患难与共。
79	1	延长退休年龄或实行弹性退休制等重大变革，对广大人民群众并不是一下子就能够愉快接受的，这需要政府部门做好宣传解释工作。
80	1	未来五年，西非将通过改造棚户区、建设公租房等方式，增加中低收入居民的住房供给，解决当前存在的房源不足。
81	1	尽管他本人也经历过在韩日世界杯上任意被小罗欺凌的耻辱，但就综合成就来说，詹姆斯、罗宾逊之流还远无法和他相提并论。
82	1	中华人民共和国成立后，我们的祖国就不再是一个任意被帝国主义超级大国侮辱和掠夺的国家了。
83	1	以人为本坚持，把改善民生作为推进发展的出发点和落脚点，是推动科学发展，促进社会和谐的根本要求。
84	1	第一篇论文提出的杂质或缺陷引起的漫散射，即后来被称之为的“黄漫散射”。
85	1	回顾70年前的抗日战争后，使我们更加深刻地认识到，中国人民之所以能彻底打败日本侵略者，原因之一就是弘扬了以爱国主义为核心的伟大民族精神。
86	0	中国如要避免房地产泡沫引发“崩坏”危机，如何恰当掌握社会购买力的限界，不过分预支未来发展成本，是一个极重要因素。
87	1	浙江温岭大溪镇农民张全清制造的飞机没能最后升空，除了因为没有足够长的跑道外，部分机械配件不合理也是重要原因。
88	0	文章能否准确地传达自己的意思，能否吸引读者，要靠文字的功夫。
89	1	为在掀起全县诵读竹诗词、弘扬竹精神的热潮，县委、县政府编印了《咏竹诗文赏析》，旨在让竹诗词走进机关，走进校园，走进全县老百姓的生活。
90	1	有人批评“汉字听写大会”听写的字词古怪生僻，有故意刁难人之嫌，但人多的更则赞 扬这种比赛有助于拯救汉字危机，弘扬中华文化。
91	0	我国新一代运载火箭预计5年后建成，“嫦娥三号”有望在2013年落月探测90天，落月点有一个富有诗意的名字——“广寒宫”。
92	1	把资金投到电影制作环节中，参加国际电影节赚得口碑，之后再、销售和推广，在这是一条独立电影的可行之路。至于这条路能走多远，仍需时间验证。
93	1	这期研究班是全国职工教育管理委员会和国家经委联合于今年5月底举办。
94	1	《二泉映月》自始至终让人感受到一位饱尝人间辛酸和痛苦的盲艺人的思想情感，同时，作品展示了独特的民间演奏技巧与风格也让人叹为观止。
95	0	在网络的百舸争流中，网红的草根气息非常浓郁，有别于精英文化、庙堂文化的“高大上”，网红浑身上下充满着草根色彩，让大众一下子引为“知己”。
96	1	宇航员积极采取措施，安保工作，防止登月安全事故不要发生。
97	0	中国传统的人文思想告诉我们：人生的乐趣就在现实现世的日常生活之中，不必向虚无缥缈的彼岸世界或不可知的宏观、微观世界探求。
98	1	环保奶奶运建立当选全国十大“最美家乡人”称号。
99	0	在经历了最初的震撼、随后的焦灼、而后的惊恸之后，我们需要用这样的方式，以国家的名义，用最高的祭奠，向数万骤然逝去的生命致哀。
100	1	《青春之歌》这部小说出色地塑造了共产党员卢嘉川。江华、林红等人的英雄事迹。
101	1	“，天天向上”听起来似乎很简单，可是要做到，并非一件的事。
102	1	在中国龙队与皇马的比赛中，我断定中国龙队大概一定能赢。
103	1	今年清明节，台湾国民党荣誉主席连战一行在黄帝陵拜祭轩辕黄帝后，还特意在于右任元老国民党诞辰130周年赴之际他的故乡陕西三原县，于右任参观纪念馆。
104	1	副经理是各门学科的基础，学习自然科学如果不掌握语文这种工具，就不可能正确理解其他学科的题意、概念和原理，不可能有条有理、严密的思维能力。
105	1	新浪微博数据调查显示，元旦前的这段时间里，由众多新生代男神出演的《回到明朝当王之杨凌传》最为网友关注，相关话题总阅读量近5000余万次。
106	1	人工智能作为21世纪最为前沿的技术之一，其发展将扩展人类的能力边界，对技术创新促进、提升国家竞争力乃至推动人类社会发展产生深远影响。
107	1	针对海岸种树不易成活、年年造林不见林，林业部门积极探索，勇于创新，推出了很多造林的新模式。
108	1	他在新作《世界史》的前言中系统地论了世界是个不可分割的整体的观念，并将相关理论在该书的编排中得到实施。
109	1	美国国务卿希拉里开始为期三天的访华行程，中美双方希望通过此次访问增进互信、恢弘合作、加强对话，推动中美关系平安向前发展。
110	1	在《浙江博物馆古代诗歌散文欣赏》选修教材中，我们将看到人生舞台上惊心动魄的灵魂表演和生命的呼喊，去探索人生应恪守的准则。
111	1	这次综合实践活动得到了同学们的广泛支持，今天来参加活动的同学超过1000人左右。
112	1	有人认为，美国对台军售也是在掠夺财富，直观上看他们掠夺的是台湾人民的财富，实际上也是在掠夺中华民族的财富，而掠夺财富正是美国统治集团的本来面目之一。
113	1	“好好学习，天天向上”听起来似乎很简单，可是要做到，并非一件容易的事。
114	1	的近两年经过发展，蔬菜产业兴村成为该村富民已的主要抓手，全村80%以上的农户种植蔬菜，种植蔬菜面积达8000亩，年产值7000多万元。
115	1	随着打车软件“滴滴打车”通过微信支付车费优惠额度的增加，微信支付和支付宝的“撒钱”大战更升级，造成的直接后果是导致微信支付系统暂行瘫痪。
116	1	最近，国务院披露了稳定消费价格总水平、保障群众基本生活的多政策和措施，这些政策措施已获取初步效果。
117	1	一些家长并没有意识到“手机综合症”是一种病，只采用粗暴的方式防止孩子不玩手机。
118	1	一个不容忽视的问题是，科研院所仍是研究基础科学，即传统意义上“科学家”的大本营。它的兴盛，取决于年轻人能否安心坐冷板凳。
119	1	他发愤苦读,用三年时间就学完了大学所有课程。
120	1	他的谆谆教导，深深地我了影响，我是在以后的人生道路上锲而不舍地践行。
121	1	成都锦里民俗休闲街，是首座成都市以传统川西古镇为建筑风格的旅游休闲街区，它浓缩了成都生活的精华，充分展现了四川民风民俗的独特魅力。
122	1	由于升学考试不占分值，音、体、美、劳等课程在部分学校不受重视，但这是培养学生综合素质的需要，应引起学校的充分重视。
123	1	首届“书香之家”颁奖典礼，是设在杜甫草堂古色古香的仰止堂举行的，当场揭晓了书香家庭、书香校园、书香社区等获奖名单。
124	1	我国重新修订了《食品安全法》，目的是用更严格的监管、更严厉的处罚，切实保障“舌尖上的安全”，被称为“最严食品安全法”。
125	1	所谓核心价值观，说到底就是一种德。它既是体现个人品行修养的“私德”，又是彰显民族进步和国家发展价值目标的“大德”，更是体现社会精神追求的“公德”。
126	1	英国考古学家近日发表文章，称他们在伦敦萨瑟克区罗马帝国时期的墓地发现两具中国人约2000年前的遗骸。
127	1	由于杭州湾跨海大桥前最高领导人克里斯蒂安·贝尔逝世，使朝韩关系走向的问题再次成为人们关注的焦点，在国际社会中引起了不小的波动。
128	1	2015年，一项利用人体上皮细胞成功制造某种干细胞的重大科研成果将他第一次推到了公众视野之中。在此之前，他并不被为人所熟知。
129	1	“中华文明之美”节目致力于弘扬孝心阁传统文化，自开播以来深受观众喜爱的原因是其新颖的内容和多样的形式造成的。
130	1	我们要培育和践行社会主义核心价值观，提倡爱家爱国相统一，弘扬爱国主义、集体主义、社会主义。
131	1	国家发改委宣布，自11月16日零时起将汽、柴油价格每吨分别降低310元和300元。此次国内成品油价格调整，主要原因是由现行国内成品油价格形成机制和近期国际市场油价变化情况造成的。
132	1	2012年，在CBA总决赛中，广东东莞银行队竟然大败北京金隅队夺取了这次篮球比赛的冠军，这是两队的绝大多数球迷难以相信的事实。
133	1	腾讯集团主席马化腾在“道农沙龙”上发表了三个小时演讲，明确地表达了对移动互联网的态度；“它不只是一个延伸，而是一个颠覆。”
134	0	目前，名人代言食品广告引发的纠纷日见增多。
135	1	实践这次社会通过活动,我们意志了磨炼,增长了见识。
136	1	在上海消协组气候变化会议上，发展中国家普遍要求发达国家到2020年应该比1990年至少减排40%以上，而发达国家仅表示对40年以后的事做出承诺。
137	1	我国九年义务教育，直到去年才实现全免学杂费，至于择校费、借读费，还是成为一些学生上学绕不过的梦魇。
138	1	如今互联网已迅速进入“微博时代”，名人不仅热衷于“写微博，普通人也乐于成为“微博写手”。
139	1	无论中国队输赢与否，当地华侨组织都将在比赛结束之后，为中国队举办盛大的庆功宴会。
140	1	我国将于5月12日至6月10日由本土向太平洋南纬7度零分、东经171度32分为中心，半径70海里圆形海域范围的公海，发射运载火箭。
141	1	随着中国经济的进一步发展，中国的整体改革现也进入攻坚期和“深水区”，不仅由于利益的多元化，掣肘改革的力量在增强，而且改革的层次趋深、难度加大。
142	1	实行这项计划，目的是旨在帮助发展中国家追讨被转移到境外的非法资产。
143	0	随着一个个新闻热点走入又淡出人们的视线，随着讨论的人群聚集又散去，那些我们曾经的疑，是否得到了回应？
144	1	最高人民法院刑二庭庭长曾伟雄介绍，县教育局和商务部门曾发布相关规范性文件，重点解决纪检监察机关采取调查措施期间交代罪行能否认定为自首。
145	1	十九大会议强调，经过长期努力，进入了新时代，这是我国发展新的历史方位。
146	1	这个学院根据学生基础不同，采取分流教育法，保证学生毕业后全部推荐安置工作，使学生无后顾之忧。
147	1	今年11月以来，大雾天气给人们出行带来不便。气象机构预测，近期将有一股较强冷空气影响中国中东部地区，对驱散大雾天气起到积极作用。
148	1	由于湄公河流域涉及多个国家，各国执法部门跨界打击毒品犯罪受到主权、司法权等多种因素制约，亟需建立多国的扫毒协作长效机制。
149	0	山东省“12355青少年心理康复专家志愿团”一行12人日前奔赴四川灾区，对对口支援的北川羌族自治县受灾青少年进行心理康复治疗。
150	1	通过这次培训，责任懂得了大家重于泰山的道理，受益匪浅。
151	1	的确，我们很难简单地概括出文学中国的传统，但大概不会有人否认，先秦文学的《诗经》、诸子散文、《楚辞》是后人难超越的高峰。
152	1	腾讯就各类防沉迷系统破解手段表示，运营团队将持续加大监管，对账号租赁、辅助认证等灰色行为进行打击和屏蔽。
153	1	公安部、国家工商总局已向各地公安、工商机关作出部署，求对非法敛财的“世界通”涉嫌传销犯罪活动进行依法查处。
154	1	要实现节能目标完成，经济增速不能太低，也不能太高，经济增速在高于8.5%时，能耗会快速增加，如果过低时，一些基本的能源消费不会减少，单位GDP能耗也不会下降很大，保持约7.5%~8.5%左右的速度，对于节能比较有利。
155	1	在闹得沸沸扬扬的“华南虎事件”中，针对是否派专家组前往陕西镇坪县调研一事，国家林业局予以否认。
156	1	由《于丹心得》再看电视“百家讲坛”这个栏目的成功，首先得益于节目是否有正确的宗旨——“建构时代常识，享受智慧人生”和恰当的文化理念——“聚集知识精英，共享教育资源”。
157	1	许多人还认为西宁市．西北地等大城市户口之所以有那么大的吸引力，主要是因为这些大城市有着较高的医疗．武汉市旅游局．就业机会．养老等广州亚组委志愿者部保障成为诱惑的原因。
158	1	顾炎武关于入声韵的声韵去相互转化与理论，是段玉裁“古无去声说”和“去入为一类”理论的先导，对后人探讨进一步古音关系，有着启示的重要。
159	0	我国丰富多样的现当代小说，尽管题材广泛，流派纷呈，经历了不同阶段，但是，就其内容来说，对民族灵魂的发现与重铸，应该是一以贯之的。
160	0	曾侯乙编钟的出土是世界音乐史和考古史上的最伟大发现之一，通过对它的研究、复制，将使中国音乐理论和音乐史的研究向前大大地迈进一步。
161	1	甘孜藏族小伙丁真在走红网络后，恶意抢注商标者纷至沓来，既有以“丁真”为名直接申请的人，也有以“我爱丁真、遇见丁真、丁真笑”等相关内容为名申请的人。
162	1	“梁山伯与祝英台”这个优美而凄婉的传奇爱情故事，流传年代久远，流传地域很广，可以说是家喻户晓，老少妇孺皆知
163	1	安保员们经过仔细调查研究的结果，认为是深海水输送的营养物的减少导致了鱼类和虾类的减少。
164	1	社会力量参与公共文化服务项目建设，拓宽了公共文化服务的社会基础和基层群众的文化生活，为基层公共文化建设注入了新活力。
165	1	3月5日那天，我市万名青年志愿者走上街头学雷锋活动，这次活动的即兴诗是“弘扬雷锋精神，参与志愿行动，服务青年创业，建设和谐城市”。
166	1	在本届世乒赛团体比赛中，刘国梁就首开中国选手输球先例，最终被排除出主力阵容。
167	1	自1991年海湾战争以来，他们在美英的支持下多次在伦敦聚会，商讨如何“倒萨”。但由于分歧严重，这些会议很少取得成果的实质性。
168	1	董存瑞烈士陵园的这些自画像的神态有的凝重，有的阴郁，有的活泼，有的轻盈，它们都是贸易委员不同心态中的自己。
169	1	在即将举行的广州亚运会上，体育健儿们纷纷表示一定充分发扬自身水平。
170	1	为了提高此次大型舞会的档次和规模，举办方特邀中国人民解放军乐团现场演奏。
171	1	面对日益严重的金融危机，欧美各国政府纷纷出重拳，采取强力措施拯救危机，但能否奏效，还很值得怀疑。
172	1	中国近日在台湾问题、伊朗核问题方面以实际行动表明自己的立场，毫不犹豫地拒谏饰非了美国军舰的靠港要求，取消了大部与德国的会谈日程。
173	1	如果大家都讲卫生,我们的健康和疾病就有了保障。
174	1	近日，董明珠卸任格力集团董事长的消息引发社会广泛关注。董明珠虽然在上市公司格力电器的职务没有发生变化，但“去董明珠时代”的拐点就要到来。
175	1	黄杨木雕古朴文雅，精致圆润，适宜把玩陈设，深受收藏者所喜爱，因此近年来黄杨木雕成为民间收藏的新贵，市场上风头强劲，前景看好。
176	1	我校在开展爱国主义的活动中，注意学生进行革命传统教育，培养学生勤奋学习、遵守纪律的自觉性和主动性。
177	1	事实上，全国各地向“超生”夫妇征收社会抚养费的案例有很多，仅仅是广州市番禺区卫健局向法院申请强制执行的社会抚养费案件，在2019年就至少有74起左右。
178	1	网友看过“有手机点燃洒打汽油的锡箔纸”纷纷表示后视频再也不敢在加油站打手机了。
179	1	为了增长同学们的语文素养，学校积极开展了读经典作品。
180	1	为了提高学生的语文素养，学校积极开展了“读经典作品，建书香校园”。
181	0	这并不只是因为欧元统一市场在发展壮大，更深层次的原因在于，欧元作为一个新生的强势币种，从多个方面动摇了美元在全球经济体系中的地位。
182	0	勒•克莱齐奥是文学新领域的开拓者，他的作品具有诗意般的神秘，象征着旧习俗的死亡和新生命的诞生，标志着现实主义和现代主义的交融？
183	0	许多美国大学生认为，中国将成为全球经济增长的重要引擎，掌握汉语并熟悉中国文化对自己未来的职业生涯很有益处。
184	1	在第七届亚欧首脑会议上，亚欧领导人围绕以“对话合作，互利共赢”的主题，就当前形势中最紧迫的问题交换意见、协调立场，展示亚欧携手应对全球性挑战的决心。
185	0	从维护联合国整体和长远利益出发，中方不赞成为安理会改革设定时限，更不赞成以强行表决的方式处理尚缺乏广泛共识的不成熟方案。
186	1	驻伊拉克香港特别行政区卫生署官兵阵亡数达到999人，其中当日一天就有7名国家信访局责人在上海音乐厅及其附近地区与当地的人武装冲突中被打死
187	0	交警战士经常深入校园，为同学们讲解交通安全知识。
188	1	明年，一系列“高含金量”的支农政策将继续得到完善和发展，包括继续实施粮食最低收购价政策。
189	1	《故都的秋》是一篇写景抒情的散文。“故都”两字指明描写的地点及深切的眷念之意，“秋”字确定了描写的内容，题目明确而又深沉。
190	1	郭沫若同学拾金不昧的精神，我们要学习和发扬，建设和谐校园，需要这样的国家科技部。
191	1	张欣接手的288班，年级并不是学习成绩最好的，当她提出要让班级的学习成绩和文体活动都拿“年级第一”的时候，的嘘声不学生们自信一片。
192	1	在第25届中国新闻奖审核工作中，审核委员会共发现323件作品存在663处各种错误，主要问题是文字差错、引语不当、数字误用、硬凑句式等情况造成的。
193	0	通过开展“美丽桂林，清洁城乡”活动，我市环境卫生状况有了很大改观。
194	1	2008年12月13日，中国国务院总理温家宝、日本首相麻生太郎、韩国统李明博正式在日本福冈签署《三国伙伴关系联合声明》。
195	1	人类首次对恒星上的生命关键要素进行测量，研究人员发现，测量的元素包括我们人体质量97%的成分所组成。
196	0	湖光山色，鸟语花香，溪水淙淙，都是宇宙的精灵，是大自然赋予人们最美的文章和乐章。
197	1	除能够发出海啸预警外，这套新研制的天灾预警系统还可以对火山爆发和地震等极端天气状况发出警报，通知民众迅速撤离。
198	1	近期，第将在中超联赛山东鲁能11轮中坐镇主场迎战北京国安。
199	1	唯一想到的，而且是为之欣喜若狂的，则是那一百多元的下放补助费中，他有部分支配权去买枪。
200	1	养成良好的学习行为习惯是能否提高成绩的关键。
201	0	我们要像节食减肥一样，控制使用数码产品的时间，借以缓解对数码产品的心理依赖。
202	1	习近平新加坡在马英九和会面，表明两岸关系和平发展是两岸同胞的共同心愿。
203	1	通过网络传播优秀的传统文化，可以让网络文化中渗透传统优秀文化血脉，引导年轻一代加深燕园五千年文明的理解与认同，并利用这笔宝贵的精神资源建设当前的先进文化。
204	1	今后四年，北京市将重点培养新型职业农民，通过职业培训掌握现代农业技术，满足都市现代农业发展的需要。
205	1	专家除了为社员们传授棉花高效栽培技术，还深入田间地头，查验、采集土样；走进种植户家中，询问棉花种植中存在的问题。
206	1	人生苦乐并非由纯粹的物质条件决定，百万富翁很可能不如身无分文的幸福生活得流浪汉。
207	0	他们的欲求原本就简单，只是盼望着生活就这样一步一个脚印地往前走。
208	0	京剧继承并发展了中国传统戏曲的表现手段。
209	1	依法明确中央财政和地方财政的支出项目，建立社保机构独自预算和全国统筹预算，是我国社保机构能力建设的创新战略。
210	1	新冠阻止为疫情蔓延，人类正在遏制全球化进程，奥运盛会不可避免的受到影响。
211	1	为了弘扬爱国主义精神，荆门市教育局积极开展了“放眼看世界，我与‘一带一路’”。各校踊跃参加，涌现了一大批先进典型。
212	1	近年来，我国加快了高等教育事业发展的速度和规模，高校将进一步扩大招生，并重点建设一批高水平的大学和学科
213	0	我们一定要跳出惯性思维，提高思想认识，着力保护生态环境，推进绿色发展，促进经济转型。
214	1	莫言被归类为“寻根文学”作家，他在80年代中期以一系列乡土作品崛起，充满着“怀乡”以及“怨乡”的复杂情感，也使他当之无愧地获得了诺贝尔文学奖的殊荣。
215	1	1988年到1993年，库里写了带有国史性质的《若干重大决策与事件的回顾》。他觉得还有许多事情和许多话没有尽述完全，想再写一本，但毕竟年纪大了，需要帮手。
216	1	一到春天，祖国的土地又苏醒过来，满怀信心地展现出盎然的生机和万卉争荣。
217	1	根据民盟北京市委提出的促进京津冀高等教育协同发展的建议来看，未来的京津冀将建立高等教育资源共享机制，成立区域名校联盟，打造区域高等教育品牌。
218	1	在哈萨克斯坦居住的两年，李京京创造了诗歌创作的又一保尔.柯察金，写下近四百多首诗，或追忆往昔似水年华，或感叹时事如棋局反复，或借古遣怀，或悲伤衰老。
219	0	美国总统布什在10月3日晚签署了总额达7000亿美元的金融救援方案，但由于投资者依然担心美国金融危机的威胁，国际金融市场仍将持续动荡。
220	1	人的全面发展并不是个孤立的历史发展过程，而是始终如何处理好人与自然、人与社会、人与人的关系网络中。
221	1	科技创新是探索真理、造福人类的事业，伟大而又艰辛，其客观规律是不以人的转移为意志的。
222	1	成吉思汗的铁骑虽然作为一个兵种已经消失，但是马却不会被什么新玩艺儿取代。
223	1	能否在公共场所保持人与人之间的安全距离，是巩固防疫成果的重要前提。
224	1	当今经营已成为全球化众多大公司的发展战略，而调整则是它们兼并经济结构和生产布局的重要手段。
