,id,label,prediction,text
314,315,0,1,陆家嘴东方明珠塔、外滩、上海大剧院……这些上海地标将吸引全世界游客，形成具有全球影响力的都市观光品牌。
315,316,0,1,"詹天佑经常勉励工作人员说：""我们的工作首先要精密，不能有一点儿马虎。'大概''差不多'，这类说法不应该出自工程人员之口。"""
317,318,0,1,川航机组突遇险情，成功备降，强烈地震撼着网友的心，网友纷纷为他们的专业素养点赞。
320,321,0,1,“低碳”这个原本有些陌生与拗口的词开始走进公众生活，“我为全球减斤碳”的号召得到大众的积极响应，“低碳生活”有望成为新的时尚。
324,325,0,1,尽管乐视网的商业模式被标榜为“版权分销+付费用户+网络广告”三位一体，但从2007年至今，广告收入依然是构成公司总营收的主要来源。
336,337,0,1,这个地区在试行科学种田以后，经过一年多的苦战，粮食和棉花产量都大大超过了历史最高水平。
343,344,0,1,梦在前方，路在脚下，青年要坚定信念，珍惜韶华，在追求中国梦的道路上放飞青春，以“青春之我”建设“青春之国家”！
345,346,0,1,预防非典型性肺炎，要做到早发现、早报告、早隔离，及时治疗患者，这样就可以避免群众乱投医、乱服药。
356,357,0,1,在老师的教导下，他终于端正了自己的学习态度。
362,363,0,1,为一支烟，为一元钱，甚至为几句听着不顺耳的话，就要拳打脚踢、舞刀弄棒，后果是严重的，有的从此要在监狱里度过漫长的岁月，有的要付出生命的代价。这是个人的、家庭的悲剧，也是社会的悲剧。
370,371,0,1,澳大利亚早晚温差比较大，但气候宜人，季节区分不明显，夏季雨少，冬季雨多。
382,383,0,1,你不敢轻视了静坐于酒馆一角独饮的老翁或巷头鸡皮鹤首的老妪，他们说不定就是身怀绝技的奇才异人。
392,393,0,1,历时三年零十个月，总投资198亿元的广州新国际机场已于2004年8月5日正式全面启用，投入营运。
411,412,0,1,滨海新区几大高新技术产业群已初具规模，但具有自主知识产权的科技企业大部分竞争力不够强，需要政府积极引导和大力扶持。
412,413,0,1,我们没有理由不珍惜今天的幸福生活
415,416,0,1,《史记》就是这样遵循“原始察终，见盛观衰”的原则，对我国三千多年的历史进行了总结，深得史家赞赏。
430,431,1,0,面对屏幕，自己似乎成为了整个世界的旁观者：我们既自私又无私，既懒惰又勤劳，既勇敢又懦弱。这正是社会的复杂性所在。
432,433,0,1,为进一步方便群众进行社会监督，教育部对现有20余个不同业务领域的监督举报电话和电子邮箱进行了整合归并。
441,442,0,1,这句话的后面，包含了多么丰富的潜台词啊！
445,446,0,1,据人社部消息，退休人员基本养老金已全部调整到位，全国企业和机关事业单位共一亿多退休人员的养老待遇有所改善，部分地区还提高了城乡居民基础养老金的标准。
447,448,0,1,为了充分体现全社会对道德模范的关爱，更好地发挥道德模范的榜样作用，近日，中央文明办将对生活困难的“全国道德模范”进行帮扶。
465,466,0,1,透过这些文化景点，人们可以品味出赤壁城不同寻常的风韵。
490,491,0,1,被誉为“当代散文八大作家”之一的林清玄是中国台湾获得各类文学奖最多的作家，创作了大量优秀散文，在海峡两岸享有很高的知名度。
492,493,0,1,尽管专家学者提出了很多有创见的教育教学理论，许多知名教师也总结出不少教学模式，但如果语文课还是按过去的教法，教学效率就很难提高。
504,505,0,1,矗立在鲁迅纪念馆前的这座铜像，是由巴金等著名作家倡议，国内外热爱鲁迅的人  士集资30万元铸成的。
512,513,0,1,消费者通过网络平台购买商品，其合法权益受到损害时，可以向销售者要求赔偿。
528,529,0,1,杨利伟：第一位进入太空的中国航天员。
533,534,0,1,去年，对于石油投资者和生产者，是破天荒的一年，石油价格大幅下跌，不仅改写了石油业的历史，也打破了人们对于商品价格的认识。
558,559,0,1,我国政府斥巨资力保本届奥运会万无一失，安全保卫工作可谓细致周到。战斗机在空中盘旋，舰艇在海上游弋，警察在街道巡逻：真是铜墙铁壁。
563,564,0,1,“单独二孩”政策实施以后，新生人口必然会增长。一方面将改变“4－2－1”的家庭结构，另一方面也会增加劳动力资源，减轻适龄劳动人口赡养老年人的负担。
572,573,1,0,大奎看着小栓那美滋滋的样子，感叹道：“还是生一个女儿好啊！”
578,579,0,1,55年来，河北塞罕坝林场的建设者创造了荒原变林海的人间奇迹，用实际行动诠释了绿水青山就是金山银山的理念。
582,583,0,1,着眼于扩大内需的积极财政政策，确实实现了繁荣经济、活跃经济、拉动经济的初衷。
590,591,0,1,经过公开征求意见和修改完善，上海市医改方案昨天正式出台，到2012年基本医疗保障制度将覆盖全市城乡居民。
601,602,0,1,交通部开展“一盔一带”安全守护行动，严查骑乘摩托车不戴安全头盔等交通违法行为｡
608,609,0,1,连日来，一篇题为“儿子，爸爸也是郑渊洁”的博文在网络上广为流传，引起了众多家长的共鸣。很多人非常好奇，郑渊洁对儿子郑亚旗的教育可以复制吗？
610,611,0,1,在成都市教育局的热情邀请下，诗人郑愁予远道而来，与成都教师共享文学之乐。
618,619,0,1,享誉世界的算法大师约翰·霍普克罗夫特在第四届世界互联网大会上表示，中国如果能进一步完善教育体系，释放更多创造力，将成就更多互联网时代的传奇。
620,621,1,0,2017扬州鉴真国际半程马拉松赛将于4月23日在扬州马拉松公园鸣枪起跑，来自全球40多个国家和地区近4万名选手和35名国际健将参加比赛。
622,623,0,1,如今，我们必须将保护生态环境放在首要位置，建立起长效管理机制，这样才能走出一条生态保护与经济发展的双赢之路。
629,630,1,0,重庆人离不开小面，小面的故事在民间广为传承。
634,635,0,1,2017年国际自行车赛于本月6日在云南昆明开赛，来自中国、法国、英国、加拿大等国家的千余名自行车运动爱好者参加了比赛。
638,639,0,1,开展优秀教学活动后，李老师的教学水平有明显提高。
639,640,0,1,无论才智高低、本事大小，都应投身到人民大众开天辟地的伟大事业中去。
644,645,0,1,在本届世乒赛上，中国队将与美国队争夺冠军。
646,647,1,0,座谈会上，大家围绕提高学习效率的问题，发表了广泛的意见。
651,652,1,0,汪精卫早年投身革命，曾有诗“慷慨歌燕市，从容作楚囚，引刀成一快，不负少年头”，但他最终变成了奴颜婢膝的日本汉奸。
653,654,0,1,俄罗斯舆论基金会的一项调查结果显示，超过三分之一的俄罗斯人没有听说过美国“棱镜”情报监视项目曝光者爱德华·斯诺登。
655,656,0,1,三张小方桌拼在一起，作为会议桌，以供接待客人和开会之用。
681,682,1,0,费洛伊德认为梦的材料来自三个方面：一是身体；二是白天经历的事情；三是儿童时期的经历。
689,690,0,1,2002年以来，欧元崛起美元衰落。这并不只是因为欧元统一市场在发展壮大，更深层次的原因在于，欧元作为一个新生的强势币种，从多个方面动摇了美元在全球经济体系中的地位。
690,691,1,0,“汉字听写大会”的举办，既可以让汉字文化得以传承，让汉字书写美德得以传承，又可以检验我国民众整体的汉字书写水准。
693,694,0,1,京珠北交警高速大队正根据恶劣天气情况不断加大管控力度，增加预防性撒融雪剂的密度，
694,695,1,0,《国家宝藏》用镜头带领观众走进博物馆，力图对每一件文物的前世今生进行总结与梳理，让观众在一眼万年中，感悟传统文化的深厚魅力。
703,704,0,1,《全宋文》的出版，对于完善宋代的学术文献、填补宋代文化研究的空白、推动传统文化研究具有重大意义。
711,712,0,1,环保事件之所以频频发生，有专家分析认为，主要是由于一些地方政府单纯地依靠大规模投入获取经济增长速度，使得资源消耗惊人，环保问题日渐严重。
734,735,0,1,人事管理工作中一定要堵住假文凭的使用渠道，最近省高校毕业生指导中心对送来的3500多份文凭进行了鉴定，竟然发现其中有800多份是假的。
739,740,0,1,联合国人道主义事务协调厅负责人埃格兰在纽约联合国总部举行的新闻发布会上说，印度洋地区发生的海啸已经造成十多万人死亡。
740,741,0,1,我们初中学生，一般的说，都有自学意识。
741,742,0,1,《万历十五年》是旅美历史学家黄仁宇所著的明史专著，它不同于众多枯燥的史学专著，它叙述中有极强的故事性和趣味性，成为严肃史学著作中最为大众化的一本书。
745,746,0,1,为了加强市民交通安全意识，国庆长假期间，杭州交警在各个高速收费站口检查乘客是否存在不系安全带的违法行为。
746,747,0,1,现在高中学生不喜欢阅读世界名著的一个重要原因，是部分学生认为阅读名著不能增加高考语文得分。
750,751,0,1,经过文人删改过的民歌，有些可以从遗诗中找到，被删后而至今无法在遗诗中找到的民歌，还不知道有多少。
754,755,1,0,面对屏幕，自己似乎成为了整个世界的旁观者：我们既自私又无私，既懒惰又勤劳，既勇敢又懦弱，这正是社会的复杂性所在。
756,757,0,1,因为一张光脚穿布鞋作报告的照片，著名遥感学家、地理学家、中国科学院院士李小文教授被推到了聚光灯下。
757,758,0,1,我们要有长远的眼光，要避免短期恶性竞争，不应一味追逐热点，而要沉下心来，做好每件产品，立足国内市场，并兼具国际视野。
762,763,0,1,我们要充分利用2019年的PISA数据，对当前基础牧育中影响教育持续健康发展的突出问题进行更为深入的研究，为破解这些问题提供可行性方案。
764,765,0,1,上海世博会是由中国政府主办的国际性大型博览会，它以“城市，让生活更美好”为主题。现在总计有240多个国家和国际组织参展，创下158年世博史的最高纪录。
782,783,1,0,“夺刀少年”柳艳兵和易政勇将于7月2日、3日参加单独高考。江西省教育考试院普招处处长沈华锦告诉记者，本次单独考试语文、数学、英语三科试卷将使用江西省自主命题，英语听力、文科综合与理科综合则使用全国命题。
783,784,0,1,疫苗的研制是工程浩大的项目，需要耗时数年的潜心研究，而且绝不是一个人的战斗，而是一场指向整个人类的战斗。
790,791,0,1,防范舌尖上的腐败，一方面，要从源头上控制，建立起有效的预算监督机制；另一方面，也要启动问责机制，真正做到令行禁止，让腐败失去生存的空间。
791,792,0,1,美国德州大学的科研人员已经成功研制出一种能让物体在微波下隐身的超薄材料，这让人类离拥有隐身衣的梦想又近了一步。
798,799,0,1,由美国疾病防控中心提供的全国调研报告显示，与学校相关的凶杀案和非致命暴力事件的发生率，在过去10年的大部分时间里呈下降趋势。
804,805,0,1,随着电子技术的发展，市场上出现了“电子手”，但因为它没有感觉，灵敏度差，不能做精细动作，所以远不能满足病人的要求。
805,806,0,1,“单独二胎”政策实施以后，新生人口必然会增长，这一方面将改变“4-2-1”的家庭结构，另一方面也会减轻适龄劳动人口赡养老年人的负担。
819,820,0,1,中医药是中华民族的宝贵财富，蕴含着丰富的哲学思想和人文精神。
821,822,0,1,素有洗染业领军人之称的荣昌洗染集团经过切实的可行性分析和研究，提出了一个全新的就业名词——“保本加盟”。
828,829,0,1,“加油吧，未来”节目受到中小学生喜爱，是因为其形式新颖，有文化内涵。
844,845,0,1,一些家长没有意识到“手机综合症”是一种病，而是采用简单粗暴的方式防止孩子玩手机。
856,857,0,1,政府把“治污减霾”作为最大的民生工程，出台了系列“铁腕”措施，大力治理水污染和大气污染，还给百姓碧水蓝天。
858,859,0,1,当前学校教育应该注重培养学生善于思考、善于质疑的良好习惯，形成反对迷信、反对盲从的良好学风。
868,869,0,1,长江中的江豚被誉为“水中大熊猫”，是国家二级保护动物，也是《华盛顿公约》确定的全球濒危物种之一，再不加以保护，l5年后将会灭绝。
877,878,0,1,在“五个一”工程的推动下，南京文艺创作呈现出百花齐放的新局面。
883,884,0,1,完善的规划、细致的预算、周密的方案让国际展览局考察团的全体成员深深地感受到了中国上海举办2010年世博会的科学态度和严谨作风。
887,888,0,1,和大熊猫一样享有“国宝”之称的四川鹧鸪近年来不断减少，目前仅存两千多只。
898,899,0,1,2010年达喀尔拉力赛第一赛段刚结束，便从阿根廷传来不幸消息。据法新社报道，一辆赛车在比赛过程中失控撞到一位女观众，直接导致后者死亡。
906,907,0,1,连日来，庄重、热烈、激动人心的毕业典礼，在荆州市各中小学校举行。
913,914,0,1,在千百年的流传中，“无声胜有声”“横看成岭侧成峰”等名句成了家喻户晓的格言，这不仅是成功的诗歌创作，更是成功的哲理表达。
919,920,0,1,往事桩桩件件，历历在目，那是我们记忆仓库里一颗颗流光溢彩的珍珠啊！
934,935,0,1,经过高精度观测，中国科学家还发现了水合离子的“幻数效应”，即包含3个水分子的钠离子水合物在表面上具有异常高的扩散能力。
935,936,1,0,浙江卫视大型户外竞技真人秀节目《奔跑吧兄弟》，因其紧张的节奏和热闹的气氛，以及高人气明星的参与，成为今年第四季度电视综艺节目中的翘楚。
942,943,0,1,凡是同叶圣陶先生有些交往的，无不为他的待人厚而深受感动。
946,947,0,1,课程标准规定，高中语文课程应进一步提高学生的语文素养，使学生具有较强的语文应用能力和一定的审美能力、探究能力。
955,956,0,1,当你忙碌或食欲不振的时候，做一味香椿拌豆腐，或是皮蛋拌豆腐、小葱拌豆腐佐餐，都十分可口。
977,978,1,0,米兰·昆德拉说过，如果小说有某种功能，那就是让人发现事物的模糊性。这说明小说这个文体，不是将看似简单平凡的事物复杂化，而是要将世界简单化。
986,987,0,1,六月一日上午，我们去公园玩了一整天，个个意犹未尽。
988,989,0,1,连日来，江西武宁县船滩乡船滩村一村民发现“千年乌木”的消息不胫而走，每天吸引上百名村民赶到现场看热闹。
991,992,0,1,“中国达人秀”这类“零门槛”的选秀节目，让任何一个拥有才华和梦想的普通人，都可以展示天赋和才华，也让我们懂得平凡人成就自我的关键在于相信梦想，相信奇迹。
992,993,1,0,在2018年雅加达亚运会男子百米飞人决赛中，中国名将苏炳添以9秒92的好成绩，打破赛会纪录，获得冠军，成就“亚洲百米无冕之王”的美名。
996,997,0,1,我国将于近日在西昌卫星发射中心，使用“长征三号甲”运载火箭，择机发射第八颗北斗导航卫星。
1000,1001,0,1,市财政局相关负责人介绍，今年，我市将在财政可承受能力内，解决重大项目资金需求。
1019,1020,0,1,中华文化历史悠久，具有丰富性、先进性的特点，这使中华文化能够在世界各地广泛而持久地传播，并对世界文化的发展产生重大影响。
1030,1031,1,0,苏泊尔总裁表示，选择《舌尖2》进行赞助的原因是，苏泊尔一直遵循创立之初的承诺，要在中国传统饮食文化中留下自己的印记。
1032,1033,0,1,哥本哈根气候大会再次警示人们：过量二氧化碳排放导致的气候变化已极大地威胁到人类的生存，改变全球民众对于二氧化碳排放的态度至关重要。
1045,1046,0,1,杀鸡，宰鹅，买猪肉，用心细细的洗，女人的臂膊都在水里浸得通红，有的还带着绞丝银镯子。
1054,1055,0,1,新世纪首次日全食于8月1日19点09分出现在新疆哈密地区苇子峡乡，历时近两分钟，让来自国内外近万名天文爱好者一饱眼福。
1056,1057,0,1,该研究课题负责人说，这一突破性技术育成的新稻种具有引领作用，对指导作物遗传改良、保障国家粮食安全具有重大战略意义。
1069,1070,0,1,田野躺在阳光下面，正是秋收过后的情景，处处点缀着圆圆的稻草堆。黄色的黑色的牛群，散在各处悠闲地啃着草。
1078,1079,0,1,正如西班牙《马卡》报所说的那样，通过亚洲之行，佩雷斯已经成功地将“皇马”这个品牌推销给了30亿亚洲人民。
1081,1082,1,0,望着他那因化疗脱光了头发，虚肿得变了形的脸庞，我的心不住地打颤。
1091,1092,0,1,我们不赞成应试教育，绝不是主张取消考试，而是不赞成以应付升学考试为唯一目的，围绕应考开展教学活动的做法。
1096,1097,0,1,根据选择最好艺术设计和技术设计方案的原则，北京奥组委执委会审议确定由联想有限公司创新设计中心设计的火炬外形《祥云》、航天科工集团设计研发的火炬内部燃烧系统分别为北京2008年奥运会火炬艺术设计方案、技术设计方案。
1100,1101,0,1,应该说，只要是清官，对政局的稳定、对老百姓安居乐业都是有好处的。
1130,1131,0,1,“云毕业典礼”上，校长的谆谆教诲使即将踏上人生新征途的我们明确了方向。
1142,1143,0,1,储蓄所吸收储蓄额的高低对国家流动资金的增长有重要的作用，因而动员城乡居民参加储蓄是积累资金的重要手段。
1147,1148,1,0,2015年12月1日，国际货币基金组织批准人民币加入SDR货币篮子．2016年10月1日正式生效．人民币权重为10.92%，超日元和英镑．
1166,1167,0,1,李登辉打着“人道”的幌子完成了他的所谓“医疗之旅”，他在日本的表现却使人难以置信。
1176,1177,0,1,我国的大熊猫是国宝，但自然交配成功率低，因此已濒临绝种。
1190,1191,0,1,如果说掌握公权的官员对社会的伤害是一种“硬伤害”，那靠虚假故事骗取同情和关爱的行为，就可能是一种“软伤害”。
1199,1200,0,1,中国的农民，虽然有很多人不识字没文化，但是他们有日常生活的智慧，他们对一份恒久的家产或田地抱持着终极的渴望。
1201,1202,0,1,回顾新中国女性美术创作70年发展历程及其经验，可以切身感受中国妇女的解放的坚实足迹，以及浸润其中的女性智慧。
1205,1206,0,1,送还日本小女孩的事，我们每支部队都会这样做，这是由我们奉行革命的人道主义精神所决定的。
1208,1209,0,1,晚会上，珊珊唱了一首动听的歌。
1217,1218,0,1,奢华晚会被叫停，某些长期依靠公款消费支撑的文艺团体叫苦不迭，但那些已经面向市场、具有现代管理能力的团体，并没有受到多大影响。
1225,1226,1,0,校园里开满了五颜六色的红花。
1228,1229,0,1,一些患者一旦抓住医生某些把柄，就添油加醋地“声讨”，索取巨额赔偿甚至伤害医护人员的行为，让医生承受了巨大的压力和委屈。
1232,1233,1,0,顺着笛声看去，只见一个青年坐在湖边吹笛，这笛声吹得那么哀怨凄楚。
1235,1236,0,1,国务院常务会议指出，要把保障中小学和幼儿园安全放在公共安全的突出位置，这事关广大学生健康成长和亿万家庭的幸福。
1239,1240,1,0,近日，乐视正式宣布乐视超级汽车生态体验园将落户浙江，这也回应了业界一直以来对乐视造车的关注和质疑。
1244,1245,1,0,21名来自重庆市綦江区的留守儿童近日在志愿者的带领下，踏上列车，前往广西柳州探亲，与期盼已久的家人团圆。
1258,1259,0,1,我们的报刊、电视、网络等宣传媒体，更有责任做出表率，杜绝用字不规范现象。
1285,1286,1,0,中国地质博物馆在地球科学研究、地质学知识传播等方面取得显着成绩，为提高全民科学素质、发展我国地质事业作出了重要贡献。
1297,1298,0,1,食品安全是人们身体健康的保证。
1302,1303,0,1,著名作家曹文轩认为，文学性是幻想文学的基础。当下的幻想文学让他产生很多忧虑，因为很多此类作品都缺乏文学性，“幻想”成了“胡思乱想”。
1303,1304,0,1,孔子有好几次说他自己不是圣人，只是自己“学而不厌，诲人不倦”而已。孔子是有其道德的理想，自己知道自身负有的使命，因此深具自信。
1307,1308,0,1,随着国内疫情得到有效控制，人民生活逐渐恢复正常。
1311,1312,1,0,株洲大道建成通车，将推动株洲城市扩容发展，提升城市功能和品位，加快株洲高新区栗雨工业园的开发建设，从而推进长株潭经济一体化。
1324,1325,0,1,经过多日的精心策划、排练，这台凝聚了全体演职员心血的晚会终于要和观众朋友见面了。
1327,1328,0,1,所谓科技革命，是指以科学理论研究的重大突破为先导，以引起数量众多的技术发明及其在生产上广泛应用为标志的社会性变革过程。
1332,1333,0,1,城市里的许多市民向往田园生活，在位于江西省南昌市站前西路的一栋大楼的楼顶上，就有一片1000多平方米的菜园。
1334,1335,0,1,中国电子政务的发展依然任重道远，一项近期的调查显示，到目前为止，许多政府机构的“上网”，不过是在因特网上挂一个介绍性主页而已。
1339,1340,0,1,成语之所以受到人们的长期喜爱，是因为它本身特有的文化内涵。
1347,1348,0,1,结果表明，试验是卓有成效的，建成不到三个月的栈桥式护岸，基本实现了在湖水变化很大的状态下，仍然保持亲水性和生态性的目标。
1366,1367,0,1,前段时间，“引力波”三个字震荡了全世界，由此掀起了一轮崇尚科学的热情，激发了人们对宇宙的奇妙想象与对探索宇宙规律的向往。
1374,1375,0,1,加快环渤海地区合作发展，是推动落实“一带一路”、京津冀协同发展重大国家战略和深入实施区域发展总体战略的重要举措。
1379,1380,0,1,蒲松龄的《聊斋志异》，借神话抒发“孤愤”，刺贪虐扬善美，行世200多年来，各种版本难以计数，至今仍有广大读者。
1388,1389,0,1,10月27日在黄冈市遗爱湖畔举行了大型诗歌朗诵会，卢奇、谢芳等众多著名表演艺术家炉火纯青的朗诵艺术，使在场的观众热血沸腾，深受震撼。
1396,1397,1,0,上一学年全美获得数学博士学位的933人中，非美国籍的华裔就有204人，充分展示了汉民族的数学天赋。
1397,1398,0,1,“实践十号”卫星的成功发射、在轨运行和回收，将极大提高我国微重力科学及空间生命科学研究。
1411,1412,0,1,二十世纪以来，毛笔逐渐淡出中国人的生活。如今，在中国，设置毛笔课的学校越来越少，而且毛笔书法教育远不如日本普及。
1415,1416,0,1,国民教育在综合国力的形成中处于基础地位，国力的增强越来越多地取决于劳动者素质的提高，取决于各类人才培养的质量的提高。
1418,1419,1,0,杜甫的诗具有丰富的社会内容、强烈的时代色彩和鲜明的政治倾向，真实深刻地反映了安史之乱前后一个历史时代政治时事和广阔的社会生活画面，他因而被称为一代“诗史”。
1426,1427,1,0,刚刚公布的《2012年全国抗菌药物临床应用专项整治活动方案》，是卫生部继去年实施被称为“史上最严格”的抗菌药整治计划后，再次打出的一记重拳——医生乱用抗菌药，其处方权将被取消。
1435,1436,0,1,作为语文老师，我们渴望传递的，除了语文的听说读写能力，更包含了文学意境的探索、生命情态的思考和文化深度的积淀。
1436,1437,0,1,他们把敌人引上了三面都是悬崖的狼牙山顶峰。
1439,1440,0,1,飞行的成功，展示了改革开放以来我国日渐强盛的综合国力，表明我国完全有能力独立自主攻克尖端技术，在世界高科技领域占有一席之地。
