,id,label,prediction,text
452,453,0,1,大量事实表明，领先科技出现在哪里，高端人才流向哪里，发展的制高点和经济的竞力就转向哪里。
461,462,0,1,网友看过“打手机点燃洒有汽油的锡箔纸”视频后纷纷表示再也不敢在加油站打手机了。
463,464,1,0,郑州市规划局副局长逯军近日一语惊人，他在接受记者采访时质问记者：“你是准备替党说话还是替老百姓说话？”此语甫出，引起了网民的争议如潮。
465,466,0,1,透过这些文化景点，人们可以品味出赤壁城不同寻常的风韵。
467,468,1,0,今年，国家审计署将加大对中央关于调整经济结构、提高经济增长质量和效益的相关政策实施情况的审计，促进经济发展方式的转变。
471,472,0,1,能否切实地提高学生的综合素质，是能否成功创建文明校园的关键。
472,473,0,1,人类在长期的实践中，对生命和自然的认识逐渐有了本质性的进展，发现自然系统之间的各个元素并非独立，而是彼此环环相扣，人类仅是该复杂系统中的一个环节而已。
483,484,1,0,各级工会要准确把握全省经济发展大局，发挥自身充分的优势，以高度的责任感和使命感，积极主动做好各项工作，为建设富裕、秀美、和谐的江西作出新的更大贡献。
490,491,0,1,被誉为“当代散文八大作家”之一的林清玄是中国台湾获得各类文学奖最多的作家，创作了大量优秀散文，在海峡两岸享有很高的知名度。
492,493,0,1,尽管专家学者提出了很多有创见的教育教学理论，许多知名教师也总结出不少教学模式，但如果语文课还是按过去的教法，教学效率就很难提高。
493,494,1,0,从医学角度看，早餐在供应血糖方面起着重要的作用，不吃或少吃早餐，会使血糖不断下降，造成思维减慢、反应迟钝，出现低血糖休克，甚至精神不振。
496,497,0,1,历史的积累无疑是“川酒”质量优良的基础。从明清时开始，四川就已普遍酿造蒸馏酒，使用特质的窖池进行固态发酵。如今传世的还有泸州、宜宾的老窖池。
499,500,0,1,练习太极拳可以让人们在修身养性、强身健体的同时，传承中华民族的文化基因。
504,505,0,1,矗立在鲁迅纪念馆前的这座铜像，是由巴金等著名作家倡议，国内外热爱鲁迅的人  士集资30万元铸成的。
512,513,0,1,消费者通过网络平台购买商品，其合法权益受到损害时，可以向销售者要求赔偿。
517,518,0,1,诺尔康公司打破垄断局面，使中国成为自主研发并生产人工耳蜗的国家。
518,519,1,0,党的十九大报告指出，既要提供更多优质生态产品以满足人民日益增长的优美生态环境需要，也要创造更多物质财富和精神财富以满足人民日益增长的美好生活需要。
520,521,1,0,神光III原型装置的成功研制，全面奠定了我国设计、建设、维护和运行新一代高功率激光驱动器的科学技术与工程建设的基础。
525,526,0,1,要实现可持续发展，就要依靠科学技术，形成少投入、多产出的生产方式和少排放、多利用的消费模式，走出一条生产发展、生活富裕、生态良好的新型工业化道路。
526,527,1,0,10月1日上午，京珠高速乳源段发生一宗特大交通事故，高速公路交警、高速公路管理人员、120急救人员和相关人员相继赶到现场救援。
528,529,0,1,杨利伟：第一位进入太空的中国航天员。
529,530,0,1,文化创作者，应该多提供一些有经典魅力的、有穿透时光能力的、能够对人的思想和灵魂产生重要作用的作品，而不应只提供那些“爆米花”性质的作品。
533,534,0,1,去年，对于石油投资者和生产者，是破天荒的一年，石油价格大幅下跌，不仅改写了石油业的历史，也打破了人们对于商品价格的认识。
538,539,0,1,作为消费者，你是否想过，正是某些畸形的消费需求刺激了商业经营对生态的污染和破坏，从这个意义上说，消费者既是受害者，又是自己的加害者。
539,540,0,1,没有拿来的，人不能自成为新人，没有拿来的，文艺不能自成为新文艺。
542,543,0,1,有些作家背离了大众的欣赏习惯，弄些非驴非马的东西，却自诩是在搞探索和试验。
550,551,0,1,学好语文是学好其他学科的基础。
558,559,0,1,我国政府斥巨资力保本届奥运会万无一失，安全保卫工作可谓细致周到。战斗机在空中盘旋，舰艇在海上游弋，警察在街道巡逻：真是铜墙铁壁。
560,561,0,1,有关专家指出，随着世界经济的一体化，贸易效率显得更加重要，企业的经营速度决定了企业在竞争中的成败，而政府的行政速度则决定着企业的经营速度。
561,562,1,0,电影《喜洋洋与灰太郎之虎虎生威》自1月29日上映以来，创下了接近亿元票房，再次刷新了国产动画电影的票房纪录，成为第一部突破亿元票房的国产动漫电影。
563,564,0,1,“单独二孩”政策实施以后，新生人口必然会增长。一方面将改变“4－2－1”的家庭结构，另一方面也会增加劳动力资源，减轻适龄劳动人口赡养老年人的负担。
566,567,0,1,出口退税增量实行中央和地方分担后，是否会引发新的欠退税以及跨地区收购出口受限等问题，也需引起高度重视。
577,578,0,1,加快农田水利发展，是提高农业综合生产能力，实现农民持续增收的基本保障。
578,579,0,1,55年来，河北塞罕坝林场的建设者创造了荒原变林海的人间奇迹，用实际行动诠释了绿水青山就是金山银山的理念。
582,583,0,1,着眼于扩大内需的积极财政政策，确实实现了繁荣经济、活跃经济、拉动经济的初衷。
585,586,0,1,近日，某中学将“向学生回敬鞠躬问好”写进了修订后的《教师守则》，学校认为，师生见面时互相鞠躬闯好会使校园气氛更为和谐。
590,591,0,1,经过公开征求意见和修改完善，上海市医改方案昨天正式出台，到2012年基本医疗保障制度将覆盖全市城乡居民。
591,592,0,1,据《人民日报》报道，目前我国居民43%的储蓄用于子女的教育，这个比例已超过了用于养老或购房的储蓄比例。
593,594,1,0,我国有些富裕县主动“戴穷帽”，以享受“国家扶贫重点县”待遇，这种现象折射出了“扶贫县”评选结果的公正与否。
594,595,1,0,当地时间3日，美国西雅图的联邦法官罗巴特下令，全国暂缓执行总统特朗普签署禁止7个穆斯林国家公民入境的禁令
596,597,1,0,引力波的发现，为人类开启了一场新的探索旅程，传承和接受这种来自人类自身的“引力波”，更具有生命和梦想绵延不绝的实际意义。
598,599,1,0,本台记者采访到的医学专家表示，新型抗生素类药的临床试验即将启动，标志着我国对急性传染病的治疗已经达到了国际先进水平。
599,600,1,0,如何吸收西方绘画中的营养，使中国画既具有科学性又具有人文精神，是中国画今后发展中需要解决和探索的问题。
600,601,0,1,虎门悬索大桥因为沿桥跨边护栏连续设置了水马，改变了钢箱梁的气动外形，所以在特定风条件下，产生了桥梁涡振现象。
601,602,0,1,交通部开展“一盔一带”安全守护行动，严查骑乘摩托车不戴安全头盔等交通违法行为｡
605,606,0,1,在当今商品经济的时代，当诗歌失去往昔荣耀而逐渐远离我们的时候，我们能读到这样一首清纯明净、催人奋然前行的祖国颂歌，这真是难得的精神享受。
608,609,0,1,连日来，一篇题为“儿子，爸爸也是郑渊洁”的博文在网络上广为流传，引起了众多家长的共鸣。很多人非常好奇，郑渊洁对儿子郑亚旗的教育可以复制吗？
610,611,0,1,在成都市教育局的热情邀请下，诗人郑愁予远道而来，与成都教师共享文学之乐。
613,614,0,1,正在指导冬训的总教练告诉记者，中国跳水队的健儿们能否在2008年北京奥运会上，夺取男子双人10米跳台项目的冠军，关键在于两个队员届时能否发挥出最佳水平。
618,619,0,1,享誉世界的算法大师约翰·霍普克罗夫特在第四届世界互联网大会上表示，中国如果能进一步完善教育体系，释放更多创造力，将成就更多互联网时代的传奇。
621,622,0,1,诗人非常善于用朴实的语言来绘景写情，使作品生活气息浓厚，具有一种特有的质朴美。
628,629,1,0,欧盟各国正在联合研发各种先进武器系统，以实现世界军事舞台上顶级势力为目标，缩短与美国之间存在的军事科技差距。
630,631,0,1,海峡两岸高层人士50年来首次公开、直接的历史性接触，开启了两岸协商谈判解决问题的大门，这一事件必将载入两岸关系的史册。
634,635,0,1,2017年国际自行车赛于本月6日在云南昆明开赛，来自中国、法国、英国、加拿大等国家的千余名自行车运动爱好者参加了比赛。
638,639,0,1,开展优秀教学活动后，李老师的教学水平有明显提高。
639,640,0,1,无论才智高低、本事大小，都应投身到人民大众开天辟地的伟大事业中去。
641,642,0,1,踏雪寻梅、拜谒名川、访贤问道，本是古代文人雅士的旅行特权，现今已成为全民旅游活动。
644,645,0,1,在本届世乒赛上，中国队将与美国队争夺冠军。
645,646,0,1,雄安新区作为北京非首都功能的集中承载地，将在优化以首都为核心的世界级城市群的布局和京津翼空间结构中起到关键作用。
653,654,0,1,俄罗斯舆论基金会的一项调查结果显示，超过三分之一的俄罗斯人没有听说过美国“棱镜”情报监视项目曝光者爱德华·斯诺登。
655,656,0,1,三张小方桌拼在一起，作为会议桌，以供接待客人和开会之用。
656,657,1,0,在游客文化体验、特色旅游活动需求日益明显的背景下，利用科技创新对外宣传、深度挖掘旅游文化内涵，扩大我市旅游业的吸引力与知名度。
665,666,0,1,处理富家子飙车案中所反映出来的问题，让我们看到提高执法人员素质的迫切性。
